,reaction_name,reaction_string,WT-LN-G-R1 trans,WT-LN-G-R2 trans,WT-LN-G-R3 trans,EVOL33-LN-G-R1 trans,EVOL33-LN-G-R2 trans,EVOL33-LN-G-R3 trans,EVOL40-LN-G-R1 trans,EVOL40-LN-G-R2 trans,EVOL40-LN-G-R3 trans,WT-P-R1 trans,WT-P-R2 trans,WT-P-R3 trans,PVHG-P-R1 trans,PVHG-P-R2 trans,PVHG-P-R3 trans
4HBZR,4-hydroxybenzoylCoA reducatse,4hbzcoa_c + fdxr_42_c + 6.0 h_c --> benzcoa_c + fdxo_42_c + h2o_c,1.7306099999999998,2.83216,2.43794,1.91422,3.23233,3.28595,2.59118,3.32935,2.45383,1.84611,1.97743,2.32992,1.3097,0.92019,2.00005
4HBZtex,4HBZtex,4hbz_e <=> 4hbz_p,,,,,,,,,,,,,,,
4HOXPACMOF,4 hydroxyphenylacetate 3 monooxygenase FADH2,4hphac_c + fadh2_c + o2_c --> 34dhpha_c + fad_c + h2o_c,11.08871,11.98221,9.925889999999999,19.78029,22.40595,14.354420000000001,13.55853,17.66405,15.88175,9338.92232,33858.90682,120992.4624,17832.16413,5333.01626,5757.83198
4HOXPACt2pp,4 hydroxyphenylacetate transport in via proton symport periplasm ,4hphac_p + h_p --> 4hphac_c + h_c,32.88153,37.68951,41.96737,31.797360000000005,31.73563,27.49821,31.87761,35.23561,30.127630000000003,54.67991000000001,53.939949999999996,55.67286,43.05624,49.894780000000004,50.308910000000004
4HTHRK,4-Hydroxy-L-threonine kinase,4hthr_c + atp_c --> adp_c + h_c + phthr_c,,,,,,,,,,,,,,,
4HTHRS,4-Hydroxy-L-threonine synthase,h2o_c + phthr_c --> 4hthr_c + pi_c,20.12632,18.95368,18.63281,31.159270000000003,26.813670000000002,28.19,24.28483,22.473110000000002,19.90331,84.21759,97.99274,115.02455,514.38305,362.55512999999996,330.23877999999996
4MBZALDH,4MBZALDH,4mbzalc_c + nad_c --> 4mbzald_c + h_c + nadh_c,0.38458000000000003,1.7428700000000001,0.0,0.63807,0.7346199999999999,0.17294,0.48208,0.46241000000000004,0.5453,0.43955,0.43943000000000004,0.7357600000000001,0.0,0.10224,0.07692
4MBZDH,4MBZDH,4mbzald_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + p_tol_c,2.94844,2.83216,1.9155200000000001,4.78555,3.59964,2.94006,4.64003,3.79176,4.1578800000000005,22.94446,15.48988,15.2058,7.53075,8.38396,11.61567
4MCAT23DOX,4MCAT23DOX,4mcat_c + o2_c --> h_c + hmccms_c,6.21737,8.27862,5.22415,10.84726,9.25623,10.72258,9.28006,12.48506,8.92923,2.37356,2.0872900000000003,3.31094,3.11053,2.76057,3.46162
4OD,4OD,h_c + oxalc_c --> co2_c + op4en_c,3.3971199999999997,2.6143,2.96035,3.08402,3.67311,4.49656,3.31431,3.51431,3.20362,63.734609999999996,35.59377,29.55322,43.05625,56.949580000000005,75.54029
4OD2,4OD2,2omcm_c + h_c --> 2hchd_c + co2_c,3.3971199999999997,2.6143,2.96035,3.08402,3.67311,4.49656,3.31431,3.51431,3.20362,63.734609999999996,35.59377,29.55322,43.05625,56.949580000000005,75.54029
4OT,4OT,2hmc_c <=> oxalc_c,,,,,,,,,,,,,,,
4OT2,4OT2,hmccm_c <=> 2omcm_c,,,,,,,,,,,,,,,
4PCP,"Tetrapeptide L,D-carboxypeptidase",LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c,,,,,,,,,,,,,,,
4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,17.882939999999998,12.20008,18.80696,25.09758,25.93212,23.86639,23.38092,19.60617,23.106920000000002,8.52725,10.43645,14.592669999999998,6.54848,7.361530000000001,10.30795
4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdapDala_e <=> LalaDgluMdapDala_p,,,,,,,,,,,,,,,
5CM2HMUDI,5 carboxymethyl 2 hydroxymuconate delta isomerase,5cmhm_c --> 5cohe_c,,,,,,,,,,,,,,,
5DGLCNR,5-dehydro-D-gluconate reductase,5dglcn_c + h_c + nadph_c <=> glcn_c + nadp_c,35.95817,27.45015,31.693199999999997,48.919000000000004,43.48957,44.61976,39.8922,40.32212,29.65048,7.3844199999999995,10.32659,16.18683,8.513020000000001,5.9301200000000005,4.8462700000000005
5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c --> 5drib_c + ade_c,,,,,,,,,,,,,,,
5MTRt2,5 Methylthio D ribose transport inout via proton symport,5mtr_e + h_e <=> 5mtr_c + h_c,,,,,,,,,,,,,,,
A5PISO,Arabinose-5-phosphate isomerase,ru5p__D_c <=> ara5p_c,,,,,,,,,,,,,,,
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAMYL,Alpha-amylase,14glucan_c --> malthx_c,7.4352,5.66432,10.62245,7.4442,6.46467,9.68491,7.231210000000001,6.2887699999999995,5.52112,62.064319999999995,47.34851,44.02326,65.32108000000001,80.15883000000001,86.46364
AB6PGH,Arbutin 6-phosphate glucohydrolase,arbt6p_c + h2o_c --> g6p_c + hqn_c,,,,,,,,,,,,,,,
ABTA,4-aminobutyrate transaminase,4abut_c + akg_c --> glu__L_c + sucsal_c,5142.083089999999,6475.187370000001,4710.27081,3494.62431,4315.09129,3635.4721499999996,6641.99042,6737.58618,6285.49341,426.62628000000007,361.32075,295.77741000000003,78.09061,61.85726,70.07862
ABUTD,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,577.63828,829.60479,544.0085,931.0561399999999,418.6606,1133.9989,520.70765,665.0375799999999,797.42759,187.77534,418.66627,696.15606,48.94988,48.872350000000004,51.15509
ABUTt2pp,4-aminobutyrate transport in via proton symport (periplasm),4abut_p + h_p --> 4abut_c + h_c,31.599610000000002,25.70729,32.91216,25.31026,26.9606,31.82183,29.88901,28.85437,27.67378,46.50429,60.53138,64.7473,316.78269,224.01532,195.54321
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,4abut_e + h_e <=> 4abut_c + h_c,390.92497000000003,489.52783000000005,527.11707,360.29904999999997,362.31516,370.10182000000003,390.00346,435.03500999999994,440.53119,58.72375,53.06109000000001,61.31372999999999,34.70694,47.03197,50.23199
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac_c + accoa_c --> aacoa_c + ac_c,13.58846,14.16081,10.10004,14.03761,16.30858,12.279089999999998,13.859839999999998,15.90689,12.54182,13.5381,13.182879999999999,20.47879,18.66317,8.07722,10.30793
ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,652.24668,610.6571099999999,641.17774,685.50405,578.14685,645.42992,661.6560699999999,631.00422,637.6557899999999,679.0153399999999,710.2276200000001,826.0185100000001,973.26775,779.606,756.01832
ACACt2,ACACt2,acac_e + h_e <=> acac_c + h_c,95.3116,87.36121999999999,88.98475,73.3785,77.50253000000001,75.05803,91.77616,92.01952,92.29139,68.74547,68.88054,75.29326,11.45984,9.30415,11.154119999999999
ACACt2pp,Acetoacetate transport via proton symport  (periplasm),acac_p + h_p <=> acac_c + h_c,95.3116,87.36121999999999,88.98475,73.3785,77.50253000000001,75.05803,91.77616,92.01952,92.29139,68.74547,68.88054,75.29326,11.45984,9.30415,11.154119999999999
ACACT2r,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,498.73539999999997,445.7383,471.91517999999996,496.52783,417.85251,465.22146000000004,478.22429,451.77423,460.9116399999999,551.98566,562.1399399999999,638.2758900000001,629.8000099999999,520.21447,531.3975
ACACT3r,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,498.73539999999997,445.7383,471.91517999999996,496.52783,417.85251,465.22146000000004,478.22429,451.77423,460.9116399999999,551.98566,562.1399399999999,638.2758900000001,629.8000099999999,520.21447,531.3975
ACACT4r,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),accoa_c + occoa_c <=> 3odcoa_c + coa_c,498.73539999999997,445.7383,471.91517999999996,496.52783,417.85251,465.22146000000004,478.22429,451.77423,460.9116399999999,551.98566,562.1399399999999,638.2758900000001,629.8000099999999,520.21447,531.3975
ACACT5r,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),accoa_c + dcacoa_c <-- 3oddcoa_c + coa_c,498.73539999999997,445.7383,471.91517999999996,496.52783,417.85251,465.22146000000004,478.22429,451.77423,460.9116399999999,551.98566,562.1399399999999,638.2758900000001,629.8000099999999,520.21447,531.3975
ACACT5r_1,Acetyl CoA C acyltransferase  decanoyl CoA ,accoa_c + dccoa_c <=> 3oddcoa_c + coa_c,206.77553,193.45826,200.43335,225.55912,193.42575,207.0149,228.68714,207.99186,195.96584,71.99813,87.99571999999999,78.84945,244.09457,115.73953999999999,114.15661999999999
ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c,498.73539999999997,445.7383,471.91517999999996,496.52783,417.85251,465.22146000000004,478.22429,451.77423,460.9116399999999,551.98566,562.1399399999999,638.2758900000001,629.8000099999999,520.21447,531.3975
ACACT6r_1,Acetyl CoA C acyltransferase  dodecanoyl CoA ,accoa_c + ddcoa_c <=> 3otdcoa_c + coa_c,206.77553,193.45826,200.43335,225.55912,193.42575,207.0149,228.68714,207.99186,195.96584,71.99813,87.99571999999999,78.84945,244.09457,115.73953999999999,114.15661999999999
ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c,498.73539999999997,445.7383,471.91517999999996,496.52783,417.85251,465.22146000000004,478.22429,451.77423,460.9116399999999,551.98566,562.1399399999999,638.2758900000001,629.8000099999999,520.21447,531.3975
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c,285.42202000000003,246.17999999999998,266.08353999999997,263.41817000000003,217.22747,252.15349,240.98021,236.75374,257.10716999999994,440.86767000000003,446.89959999999996,536.4951100000001,306.30512999999996,270.02485,298.31492
ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,16.08824,15.90366,16.02073,16.48358,13.81088,12.97086,16.270229999999998,16.73923,16.15441,3.6043,5.492870000000001,8.70655,4.5839300000000005,3.47628,3.077
ACALDt,Acetaldehyde reversible transport,acald_e <=> acald_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
ACCOAC,Acetyl-CoA carboxylase,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,189.46945,175.37600999999998,199.21438,180.68125,196.21731,200.27004,189.69883,199.02112000000002,195.76135,494.31683999999996,601.02943,915.53658,1239.95458,949.33007,889.0215700000001
ACCOAL,Acetate-CoA ligase (ADP-forming),atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,3.5253099999999997,2.17859,2.6120799999999997,1.91422,3.37926,1.3835600000000001,2.53092,2.40453,3.3399400000000004,4.6592199999999995,4.72387,3.6788199999999995,2.61939,4.08974,3.53855
ACGAMK,N-acetylglucosamine kinase,acgam_c + atp_c --> acgam6p_c + adp_c + h_c,,,,,,,,,,,,,,,
ACGAMPM,Phosphoacetylglucosamine mutase,acgam6p_c <=> acgam1p_c,21.72874,22.0037,15.672460000000001,17.97241,26.07905,20.40748,27.35809,26.6348,25.15179,22.24118,25.4869,19.37514,140.95602,144.67442,139.388
ACGApts,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS,acgam_e + pep_c --> acgam6p_c + pyr_c,60.44306,57.732479999999995,59.20707,70.61350999999999,61.561260000000004,68.83203,54.113589999999995,61.22303,51.93947000000001,718.04728,1345.4226800000001,1846.2789500000001,521.75009,434.63673,303.62274
ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),acgam_p + pep_c --> acgam6p_c + pyr_c,27.048740000000002,29.62876,27.862140000000004,25.310260000000007,24.38944,25.249940000000002,26.876020000000004,25.70996,23.856720000000003,1193.2877,849.8562800000001,766.66684,309.41564,405.49735999999996,313.85376
ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),acgam_e <=> acgam_p,,,,,,,,,,,,,,,
ACGK,Acetylglutamate kinase,acglu_c + atp_c --> acg5p_c + adp_c,34.67624,29.19303,28.21043,32.010040000000004,28.135990000000003,32.16773,35.553470000000004,38.84241,27.673779999999997,30.06515,29.99105,35.68459,111.979,86.80465,93.61766
ACGS,N-acetylglutamate synthase,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,89.99158,95.42198,81.49680000000001,88.05420000000001,73.97635,81.62994,95.51229000000001,98.49325999999999,88.26982000000001,144.87536,130.73022,112.32675,372.28104999999994,346.40067,413.39464
ACHBS,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,130.11603000000002,116.77211,128.1659,98.36973,71.40516,85.26177,84.3039,79.62695,76.20514999999999,51.515150000000006,98.98144,171.55580999999998,65.15737,33.74033,36.77012
ACKr,Acetate kinase,ac_c + atp_c <=> actp_c + adp_c,51.533640000000005,52.06815,52.067389999999996,57.53299,56.41890000000001,58.28239,56.704769999999996,53.08463,59.369130000000006,137.22719999999998,113.2629,89.39542,228.86935,240.78323,241.1597
ACLS,Acetolactate synthase,h_c + 2.0 pyr_c --> alac__S_c + co2_c,411.9486400000001,380.81649,468.25829,354.66273,246.31845,305.24753,221.75721999999996,242.21017999999998,242.86132,333.88144,402.73695,467.70110999999997,1123.71905,992.7835100000001,1037.4867100000001
ACM6PH,N-acetylmuramate 6-phosphate hydrolase,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,,,,,,,,,,,,,,,
ACMANApts,N-acetyl-D-mannosamine transport via PTS,acmana_e + pep_c --> acmanap_c + pyr_c,2.56386,3.26788,3.13449,4.36017,3.67311,3.80479,3.73613,2.58949,3.61259,53.36125,77.00999,75.66114,28.32217,22.800279999999997,16.07731
ACNAMt2,N-acetylneuraminate proton symport,acnam_e + h_e --> acnam_c + h_c,52.68737,59.25748,51.02256,47.00478,41.5061,50.49987,43.92963,51.60492000000001,38.03442,16.439130000000002,23.28976,25.26125,26.68505,17.79036,15.615770000000001
ACNML,N-Acetylneuraminate lyase,acnam_c --> acmana_c + pyr_c,14.165339999999999,16.12152,16.02074,17.12165,13.443570000000001,16.94859,11.26864,15.721929999999999,12.405489999999999,28.482779999999998,22.63061,18.14886,12.11469,15.43875,14.53881
ACOAD1,Acyl-CoA dehydrogenase (butanoyl-CoA),b2coa_c + h_c + nadh_c --> btcoa_c + nad_c,289.01142000000004,268.40155,276.18358,375.82552,308.68782000000004,371.31242999999995,287.98309,312.12652,259.62917,82.10776,104.91374999999998,199.88274,257.84638,126.57735,129.54161
ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA),btcoa_c + fad_c <=> b2coa_c + fadh2_c,1704.5200400000003,2085.34061,2595.70767,2478.7043400000002,1363.0161199999998,3256.2042500000002,1701.0827900000002,2199.59028,3303.81358,466.44941,566.4243700000001,524.84551,1660.2032399999998,982.25244,1081.02622
ACOAD2,Acyl-CoA dehydrogenase (hexanoyl-CoA),h_c + hx2coa_c + nadh_c --> hxcoa_c + nad_c,60.05848000000001,43.78954,67.39157999999999,56.68223,44.664970000000004,51.53754,51.70318,53.45456000000001,48.190549999999995,33.49364,51.742799999999995,130.72086000000002,188.92363,81.38575999999999,88.92524
ACOAD20,Acyl CoA dehydrogenase  2 methylbutnoyl CoA ,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,229.33751999999998,225.04773,208.792,319.56867,265.05132000000003,320.63960999999995,236.94277,259.78174,212.12024000000002,49.66904,54.81881,70.14290000000001,71.86957,47.03197000000001,43.385670000000005
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),fad_c + hxcoa_c <=> fadh2_c + hx2coa_c,1704.5200400000003,2085.34061,2595.70767,2478.7043400000002,1363.0161199999998,3256.2042500000002,1701.0827900000002,2199.59028,3303.81358,466.44941,566.4243700000001,524.84551,1660.2032399999998,982.25244,1081.02622
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),fad_c + occoa_c <=> fadh2_c + oc2coa_c,1643.8205900000003,1865.08577,2359.4017999999996,2190.4012900000002,1287.3501399999998,2623.57226,1585.1423300000001,1931.11523,2799.14191,453.52667,548.51763,508.5360600000001,1649.8893899999998,976.52681,1073.79528
ACOAD4_1,Acyl CoA dehydrogenase  decanoyl CoA ,dccoa_c + nad_c <=> dc2coa_c + h_c + nadh_c,59.67390000000001,43.35382,67.39157999999999,56.25685,43.636500000000005,50.67282,51.04032,52.34478000000001,47.50892999999999,32.438719999999996,50.094939999999994,129.73984000000002,185.97681,79.54538,86.15594
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),dcacoa_c + fad_c <=> dc2coa_c + fadh2_c,1643.8205900000003,1865.08577,2359.4017999999996,2190.4012900000002,1287.3501399999998,2623.57226,1585.1423300000001,1931.11523,2799.14191,453.52667,548.51763,508.5360600000001,1649.8893899999998,976.52681,1073.79528
ACOAD5_1,Acyl CoA dehydrogenase  dodecanoyl CoA ,ddcoa_c + nad_c <=> h_c + nadh_c + trans_dd2coa_c,59.67390000000001,43.35382,67.39157999999999,56.25685,43.636500000000005,50.67282,51.04032,52.34478000000001,47.50892999999999,32.438719999999996,50.094939999999994,129.73984000000002,185.97681,79.54538,86.15594
ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),ddcacoa_c + fad_c --> dd2coa_c + fadh2_c,1643.8205900000003,1865.08577,2359.4017999999996,2190.4012900000002,1287.3501399999998,2623.57226,1585.1423300000001,1931.11523,2799.14191,453.52667,548.51763,508.5360600000001,1649.8893899999998,976.52681,1073.79528
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),fad_c + tdcoa_c <=> fadh2_c + td2coa_c,1643.8205900000003,1865.08577,2359.4017999999996,2190.4012900000002,1287.3501399999998,2623.57226,1585.1423300000001,1931.11523,2799.14191,453.52667,548.51763,508.5360600000001,1649.8893899999998,976.52681,1073.79528
ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),fad_c + pmtcoa_c <=> fadh2_c + hdd2coa_c,1643.8205900000003,1865.08577,2359.4017999999996,2190.4012900000002,1287.3501399999998,2623.57226,1585.1423300000001,1931.11523,2799.14191,453.52667,548.51763,508.5360600000001,1649.8893899999998,976.52681,1073.79528
ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),fad_c + stcoa_c <=> fadh2_c + od2coa_c,1643.8205900000003,1865.08577,2359.4017999999996,2190.4012900000002,1287.3501399999998,2623.57226,1585.1423300000001,1931.11523,2799.14191,453.52667,548.51763,508.5360600000001,1649.8893899999998,976.52681,1073.79528
ACOADH2,ACOADH2,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,229.33751999999998,225.04773,208.792,319.56867,265.05132000000003,320.63960999999995,236.94277,259.78174,212.12024000000002,49.66904,54.81881,70.14290000000001,71.86957,47.03197000000001,43.385670000000005
ACOATA,Acetyl-CoA ACP transacylase,ACP_c + accoa_c <=> acACP_c + coa_c,522.3870300000001,678.1931999999999,608.78801,580.9662800000001,615.68601,625.88715,485.45549,600.7626200000001,620.06998,2153.9660500000005,1837.03421,1633.6429400000002,2093.54886,2407.62781,1873.4300599999997
ACODA,Acetylornithine deacetylase,acorn_c + h2o_c --> ac_c + orn_c,81.01805999999999,74.50757,74.35712,93.47782,89.25647,89.06656,92.68006,92.6669,88.47431,108.21696999999999,182.14345,221.34255,421.55835999999994,246.30437,222.85156
ACODA_1,Acetylornithine deacetylase,acorn_c + h2o_c --> ac_c + orn__L_c,81.01805999999999,74.50757,74.35712,93.47782,89.25647,89.06656,92.68006,92.6669,88.47431,108.21696999999999,182.14345,221.34255,421.55835999999994,246.30437,222.85156
ACONT,Aconitase,cit_c <=> icit_c,2732.88538,2556.35047,2620.08705,3265.02406,2698.04317,3244.09812,2607.93727,3016.8531,2806.63973,661.7850099999999,1323.67092,3697.5856299999996,4274.19248,1488.97078,1154.48955
ACONTa,"Aconitase (half-reaction A, Citrate hydro-lyase)",cit_c <=> acon_C_c + h2o_c,384.13072999999997,420.24885,440.04785,336.05225,334.54648,386.70452,380.18107000000003,371.5924,458.73045999999994,136.61184,127.98378999999998,112.32675,55.00723000000001,64.82231999999999,60.15531
ACONTb,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",acon_C_c + h2o_c <=> icit_c,384.13072999999997,420.24885,440.04785,336.05225,334.54648,386.70452,380.18107000000003,371.5924,458.73045999999994,136.61184,127.98378999999998,112.32675,55.00723000000001,64.82231999999999,60.15531
ACOTA,Acetylornithine transaminase,acorn_c + akg_c <=> acg5sa_c + glu__L_c,73.96744,65.13965999999999,72.44158999999999,83.16229,74.8579,68.31319,92.19797,82.21643999999999,72.04727,46.76802000000001,56.027229999999996,60.700590000000005,169.44191,108.68475000000001,109.46419
ACPPAT120,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c,,,,,,,,,,,,,,,
ACPPAT140,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0),h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c,,,,,,,,,,,,,,,
ACPPAT141,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,,,,,,,,,,,,,,,
ACPPAT160,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0),h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,,,,,,,,,,,,,,,
ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,,,,,,,,,,,,,,,
ACPPAT180,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c,,,,,,,,,,,,,,,
ACPPAT181,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1),h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c,,,,,,,,,,,,,,,
ACS,Acetyl-CoA synthetase,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,582.6378,527.6530499999999,467.73587,511.09718000000004,408.44937,502.75046,469.30577,463.2419900000001,527.09698,1700.0877199999998,2820.03757,3833.4568300000005,880.1156299999999,585.8547399999999,534.6283599999999
ACS2,ACS2,atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c,845.24144,779.2795099999998,696.72793,724.42656,602.90359,676.55996,745.53814,687.14075,777.52428,2150.44965,3283.0862100000004,4243.8909300000005,1028.60239,772.0399899999999,704.9401799999999
ACSERtex,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),acser_e <=> acser_p,,,,,,,,,,,,,,,
ACSERtpp,O-Acetyl-L-serine export via facilitated transport,acser_c --> acser_p,1.02555,1.9607299999999999,0.87069,0.63807,0.51423,0.51883,0.84364,0.9248200000000001,0.9542700000000001,3.6043,4.50415,5.39561,6.5484800000000005,5.52114,5.92322
ACt2rpp,Acetate reversible transport via proton symport (periplasm),ac_p + h_p <=> ac_c + h_c,225.87631,141.17225000000002,134.60902000000002,97.30627,44.29766,80.59226000000001,85.75014,86.56308999999999,79.88589999999999,531.32686,1164.81723,1913.9693,179.10091,118.90908999999999,120.00291000000001
ACt4pp,Na+/Acetate symport (periplasm),ac_p + na1_p <=> ac_c + na1_c,218.05653,130.93290000000002,119.63311000000002,89.86206999999999,36.21682,72.98269,78.51893,80.45927999999999,72.5244,528.6895700000001,1158.0060700000001,1904.15911,177.62751,118.39786999999998,119.23366000000001
