,name,reaction,glu FBA flux,glu pFBA flux,WT-Glu-R1-T1 transcripts,WT-Glu-R2-T1 transcripts,WT-Glu-R3-T1 transcripts,WT-Glu-R1-T2 transcripts,WT-Glu-R2-T2 transcripts,WT-Glu-R3-T2 transcripts,WT-Glu-R1-T1 E-Flux2 flux,WT-Glu-R2-T1 E-Flux2 flux,WT-Glu-R3-T1 E-Flux2 flux,WT-Glu-R1-T2 E-Flux2 flux,WT-Glu-R2-T2 E-Flux2 flux,WT-Glu-R3-T2 E-Flux2 flux
THDPS,Tetrahydrodipicolinate succinylase,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,1.224607371453794,1.2246073714537942,340.369187253899,405.154619693384,348.187310347601,304.297559252364,475.381166048076,331.942781269137,1.2105212960467042,1.5272222510482298,1.2880899346494106,1.4705562054745611,1.5821807330822704,1.932216436108555
DHDPRy,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,1.224607371453794,1.2246073714537942,310.44918601559,255.097353140279,333.778926656359,324.638034613097,295.876991781997,358.568003507614,1.2105212960467042,1.5272222510482298,1.2880899346494106,1.4705562054745611,1.5821807330822704,1.932216436108555
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,1.224607371453794,1.2246073714537942,234.97236541910627,221.88467814319142,234.20506484108557,209.67893008676376,210.09623593803053,254.60016952353848,1.2105212960467042,1.5272222510482298,1.2880899346494106,1.4705562054745611,1.5821807330822704,1.932216436108555
SDPDS,Succinyl-diaminopimelate desuccinylase,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,1.224607371453794,1.2246073714537942,116.786026674335,122.58011374427,132.245101268027,108.88732083656299,143.224141328487,128.960643019772,1.2105212960467042,1.5272222510482298,1.2880899346494106,1.4705562054745611,1.5821807330822704,1.932216436108555
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,1.224607371453794,1.2246073714537942,130.229022550518,133.651005409966,187.67608056427105,159.99150022547,127.13384423469601,117.590040710739,1.2105212960467042,1.5272222510482298,1.2880899346494106,1.4705562054745611,1.5821807330822704,1.932216436108555
THRS,Threonine synthase,h2o_c + phom_c --> pi_c + thr__L_c,0.40964336736086776,1.0872281560926342,235.39245904023701,276.30544681311795,218.23653769283,179.421208032737,281.83641406321203,250.04067057783695,1.0747222883766392,1.3558950163590935,1.14358910225064,1.3055858955108486,1.4046881319946674,1.7154560408274084
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.40964336736086776,1.0872281560926342,227.364003169739,252.029515690749,202.451556833634,173.147031553307,269.12815393818,198.47892941410495,1.0747222883766392,1.3558950163590935,1.14358910225064,1.3055858955108486,1.4046881319946674,1.7154560408274084
GMPS,GMP synthase,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c,1.071689919986179,1.071689919986179,10.5490175972821,6.06898278059226,7.34185156241647,10.0184430881224,8.81379331252226,2.30789452807099,1.059362781200443,1.3365170994226787,1.1272453777225253,1.2869269756602912,1.384612883088945,1.6909394195071987
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,1.071689919986179,1.071689919986179,276.4682797730168,301.84852818637967,247.7874902315559,199.0533086296645,332.6182115789647,259.66627946320625,1.059362781200443,1.3365170994226787,1.1272453777225253,1.2869269756602912,1.384612883088945,1.6909394195071987
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <=> adp_c + gdp_c,1.071689919986179,1.071689919986179,524.790286930277,502.5251126567329,447.944718451935,404.58318652841797,489.626715704362,536.27588216908,1.059362781200443,1.3365170994226787,1.1272453777225253,1.2869269756602912,1.384612883088945,1.6909394195071987
ADSL1r,Adenylsuccinate lyase,dcamp_c <=> amp_c + fum_c,1.053142754271064,1.053142754271092,766.7175356325471,579.0209725395824,756.9448960851387,644.7222314588669,631.1598385484695,508.468567611347,1.0410289547006237,1.3133867086793347,1.1077367434165597,1.264654816913177,1.3606501265910678,1.661675233066516
ADSS,Adenylosuccinate synthase,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,1.053142754271064,1.053142754271092,1079.50057509886,869.064995757118,966.0958924694768,729.5248103260042,806.000901236411,606.919970772229,1.0410289547006237,1.3133867086793347,1.1077367434165597,1.264654816913177,1.3606501265910678,1.661675233066516
TRDR,Thioredoxin reductase (NADPH),h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,0.7501644590608094,0.8692038005871301,1395.5976864652098,1268.2173247883784,1215.9023918806981,1210.916060530025,1193.2953771436385,1652.227321657064,52.04654769146542,105.91135421056256,53.76962714044089,88.55799723585211,67.27807894704881,102.45344784004932
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,0.8600523213718462,0.8600523213718462,326.5527748255996,306.1835158868029,347.3613520468293,313.91121676116893,304.43457017264427,291.8642226353186,19.071421175617086,15.464161616263384,19.764345966467857,17.31538069184714,20.105209607257436,7.011973581665041
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.8378568643965774,0.8378568643965774,582.016373542082,629.5069062198942,600.6552309501977,403.06524060597445,563.5703421576736,535.0937898498247,0.8282193958924666,1.0449011465453464,1.7990220686182852,1.916898693910415,2.1073625523638815,2.3352137072644505
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,0.8378568643965774,0.8378568643965774,inf,inf,inf,inf,inf,inf,0.8282193958924666,1.0449011465453464,1.7990220686182852,1.916898693910415,2.1073625523638815,2.3352137072644505
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.8378568643965774,0.8378568643965774,483.0609872312935,357.53644710719846,457.21380604948575,505.3747957786182,550.5546241263902,303.74143593831855,0.8282193958924666,1.0449011465453464,1.7990220686182852,1.916898693910415,2.1073625523638815,2.3352137072644505
G5SD2,Glutamate 5 semialdehyde dehydrogenase,glu5p_c + h_c + nadh_c --> glu5sa_c + nad_c + pi_c,0.0,0.8345835776951894,204.585593490652,229.620963885485,205.480070603131,194.297078072677,228.082523453701,232.815896782966,0.8249837602492305,1.040818992214946,0.8778476523268498,1.0022004503450184,1.0782738104937355,1.3168270449119792
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,0.8345835776951894,0.8345835776951894,114.77891270671101,84.2988377436112,127.931763475107,100.386823670883,105.355575875266,50.5485191757987,0.8249837602492305,1.040818992214946,0.8778476523268498,1.0022004503450184,1.0782738104937355,1.3168270449119792
CTPS1,CTP synthase  NH3 ,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,0.7072967394932815,0.7072967394932821,735.8639930139481,636.576270777507,653.241242766006,609.303493268535,774.0252789863298,575.059768262761,0.6991610419301806,0.8820780797404859,0.7439623769944109,0.8493494597692884,0.9138204618756081,1.1159906571789524
THRD_L,L-threonine deaminase,thr__L_c --> 2obut_c + nh4_c,0.0,0.6775847887317664,255.183536302395,239.75816589262809,294.958886520082,278.593674965666,259.801930781906,226.061083530075,0.6697908535887476,0.8450239566127032,0.7127101849801882,0.8136701926118244,0.8754329124185515,1.0691103909413802
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,0.6775847887317664,0.6775847887317664,4237.11093979329,3477.6605175163,3336.229123106569,3256.49998561393,3082.93166896091,4089.1950729687,0.6697908535887476,0.8450239566127032,0.7127101849801882,0.8136701926118244,0.8754329124185515,1.0691103909413802
ACHBS,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,0.0,0.6775847887317664,1489.0918557012994,1543.7891582983511,1167.9050372914007,1025.9290507816654,1861.401407426576,1140.719088081916,0.6697908535887476,0.8450239566127032,0.7127101849801882,0.8136701926118244,0.8754329124185515,1.0691103909413802
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",udcpp_c + ugmda_c --> uagmda_c + ump_c,0.6704847650223545,0.6704847650223545,318.851058438204,293.445321259406,344.51638456639296,361.47352233104203,391.80385853224,263.099976200093,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,0.6704847650223545,0.6704847650223545,497.9976493159409,427.563171498648,507.505489252039,505.17240298896,522.3197397356939,430.2253140986969,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
ALAALAr,D-alanine-D-alanine ligase (reversible),2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,0.6704847650223545,0.6704847650223545,390.313651099438,367.20680428506597,381.959827534717,292.052795477992,344.3016120164949,385.47467629829595,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UDCPDP,Undecaprenyl-diphosphatase,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,0.6704847650223545,0.6704847650223545,610.2093232268529,581.888733633708,559.0819964780139,534.316964699861,664.211563470427,613.67478402512,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,0.6704847650223545,0.6704847650223545,174.1054674241693,168.79775184262633,205.4800706031309,187.4157232242697,177.30072593794813,161.1585861918843,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,0.6704847650223545,0.6704847650223545,397.922013348805,326.591304138025,427.295760932639,413.589665668245,435.052937344849,304.022886490522,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,0.6704847650223545,0.6704847650223545,258.964378892571,215.74900324413105,291.196187594343,300.654489038501,307.09920536015096,215.591122988095,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,pep_c + uacgam_c --> pi_c + uaccg_c,0.6704847650223545,0.6704847650223545,296.586096518276,291.24448134996004,334.42133866807,262.705840977432,246.88869871937402,195.270393118982,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,0.6704847650223545,0.6704847650223545,181.760506742551,179.86864350832195,196.761621872761,170.313532498081,183.65485600046398,141.907368421145,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
PPTGS_BS,Peptidoglycan subunit synthesis,uaagmda_c --> h_c + peptido_BS_c + udcpdp_c,0.6704847650223545,0.6704847650223545,,,,,,,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,0.6704847650223545,0.6704847650223545,200.15127193427296,154.659022727401,209.79340839605098,211.80405437818402,229.261112094329,162.959869725988,0.6627724980708676,0.8361694335674013,0.7052421023203487,0.8051442077384057,0.8662597513064122,1.0579077942333432
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + pi_c,0.6179765968073943,0.6179765968073944,328.746597069282,273.704454192864,376.361665718374,297.416204403957,309.405139657031,284.321347836257,0.6108683063092588,0.7706858796309273,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.6179765968073943,0.6179765968073944,689.2336010684401,860.861865185549,590.9272776299961,430.894249184092,622.807232095323,846.2092302558822,0.6108683063092588,0.7706858796309273,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
SHKK,Shikimate kinase,atp_c + skm_c --> adp_c + h_c + skm5p_c,0.6179765968073943,0.6179765968073944,214.714517466804,185.87093417044602,211.353551853064,203.202360817674,222.08709428181095,170.615324745931,0.6108683063092588,0.7706858796309273,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.6179765968073943,0.6179765968073944,262.558513206689,245.82714867322102,285.41447948893995,300.14850706435396,295.313318953871,240.246191361146,0.6108683063092588,0.7706858796309273,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.6179765968073943,0.6179765968073944,223.34977523449055,240.425087077309,206.4895751929634,342.0438145237749,345.326471703997,257.808705818661,0.6108683063092588,0.7706858796309273,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,0.6179765968073943,0.6179765968073944,347.51077881312006,348.73308746941706,347.269578902299,306.01789796446604,379.55678526658403,334.81357690161497,0.6108683063092588,0.7706858796309273,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
SHK3Dr,Shikimate dehydrogenase,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,0.6179765968073943,0.6179765968073944,822.7766955189892,676.1246970290583,683.985246183625,829.3044556279092,802.8238362051536,699.3483321159501,0.6108683063092588,0.7706858796309461,0.6500119570989626,0.7420903552085582,0.7984197121104,0.9750590804170496
DAPDC,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,0.5541226064314395,0.5541226064314395,343.916644499002,303.382446911145,354.33611103112503,289.219296422766,326.622782407075,260.398050898936,0.5477487979758366,0.6910528174808287,0.5828478323290618,0.6654119977361553,0.7159209817758584,0.8743086418752116
CHORM,Chorismate mutase,chor_c --> pphn_c,0.5228077311887671,0.5228077311887671,382.891997126129,305.649978939059,449.5966350534792,386.9750138280818,287.8318432351022,372.0776300133955,0.5167941228302014,0.6519996683864909,0.5499096216460585,0.6278078764600398,0.6754624695843033,0.8248992409120688
OCBT,Ornithine carbamoyltransferase,cbp_c + orn_c <=> citr__L_c + h_c + pi_c,0.47763340183611475,0.47763340183611475,115.058975120798,117.44482062223,118.479129588496,93.91025440179381,157.674662922273,76.3856798681056,0.47213941227502004,0.5956622311214775,0.5023934950081836,0.5735607831416073,0.6170976783885516,0.7536220432566655
ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,0.47763340183611475,0.47763340183611475,1096.1642887370501,994.846331187854,827.7019905179269,955.5975563751488,1256.2730049406698,787.104614293088,0.47213941227502004,0.5956622311214775,0.5023934950081836,0.5735607831416073,0.6170976783885516,0.7536220432566655
ARGSL,Argininosuccinate lyase,argsuc_c <=> arg__L_c + fum_c,0.47763340183611475,0.47763340183611475,517.5086641640113,486.4523121059336,479.23936073673485,480.68287544021626,685.7848598923575,365.26652665006463,0.47213941227502004,0.5956622311214775,0.5023934950081836,0.5735607831416073,0.6170976783885516,0.7536220432566655
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate ,23dhmp_c --> 2o3mpt_c + h2o_c,0.46913423171603913,0.46913423171603913,,,,,,,0.6697908535887476,0.8450239566127032,0.7127101849801882,0.8136701926118244,0.8754329124185515,1.0691103909413802
SO4t2,Sulfate transport in via proton symport,h_e + so4_e --> h_c + so4_c,0.41965998050763637,0.4196599805076375,141.24481083794524,136.85222709643233,112.97274091668386,105.54783980718818,151.83296270350888,87.13709096228992,0.4148328316038278,0.5233628957696603,0.4414147828689671,0.5039440419112714,0.5421965856834546,0.6621501150617434
SADT,Sulfate adenylyltransferase,atp_c + h_c + so4_c --> aps_c + ppi_c,0.4005439750743809,0.400543975074382,4.57435276342321,4.53506405582718,3.57915263667803,6.37537287425971,5.27802739063833,4.3343385039382,0.39593670847758106,0.49952310064073796,0.42130782061865135,0.4809887984029892,0.5174988938395066,0.6319883989461301
SULR,Sulfite reductase (NADPH2),5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,0.4005439750743809,0.400543975074382,187.548463300352,158.59385771701488,174.36897460739098,178.40924408444212,945.3305757523881,92.5409415646025,0.0,0.0,0.0,0.0,0.0,0.0
APSR,Adenosine 5'-phosphosulfate reductase;,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c,0.4005439750743809,0.400543975074382,1115.7219806541325,884.6042593601721,1053.555699206764,906.5173048828319,972.4381144868314,852.2322720730431,0.39593670847758106,0.49952310064073796,0.42130782061865135,0.4809887984029892,0.5174988938395066,0.6319883989461301
ASNS2,Asparagine synthetase,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,0.38924702231536773,0.38924702231536773,36.4081138313276,34.9466700772565,26.2471193356389,42.6036822232276,43.24907881260921,31.184721184178706,0.38476969918623233,0.48543453803366726,0.409425243734618,0.4674229777408756,0.5029033414896904,0.6141637815973615
RPE,Ribulose 5-phosphate 3-epimerase,ru5p__D_c <=> xu5p__D_c,0.3641473285782979,0.3641473285783263,88.21966043744759,76.42916776438159,93.60860742080999,65.2716746650399,84.70465317208901,84.09742499848909,19.312155376041467,12.57010033929614,27.814506616249048,65.2716746650399,12.970333229777054,15.851491110671526
ORNCD,Ornithine cyclodeaminase,orn_c <=> nh4_c + pro__L_c,0.3569501758590747,0.3569501758590747,1.68037448452281,1.86737931710531,1.83546289060412,1.92273150176086,2.04971937500518,1.5761230923411598,0.3528443479742105,0.44515676109346863,0.37545415731866616,0.42863966720341107,0.4611761321051838,0.5632050016553136
PPNDH,Prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,0.29915914552791983,0.29915914552791983,90.5535138881738,83.76530079586679,91.5895982411455,75.2901177531622,80.50272845332829,96.53753940589621,0.2957180603435113,0.3730848876994966,0.3146672910806956,0.3592419481831846,0.3865106867825913,0.47202085458216425
