name,genes,reaction_id,reaction
FASm260,WP_025433174_1,FASm260,dmlgnc_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tmhexc_c
Thiamine-phosphate diphosphorylase,WP_025433170_1,TMPPP,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c
Porphobilinogen synthase,WP_025433135_1,PPBNGS,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c
Dihydropteroate synthase,WP_025433075_1,DHPS,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c
Pyrimidine oxygenase,WP_025433065_1 or ( WP_005244564_1 and WP_025433065_1 ),PYROX,h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c
Homoserine O trans acetylase,WP_025433060_1 or WP_226955723_1,HSERTA,accoa_c + hom__L_c --> achms_c + coa_c
Adenylyl-sulfate kinase,WP_025432985_1,ADSK,aps_c + atp_c --> adp_c + h_c + paps_c
Phosphoketolase (fructose-6-phosphate utilizing),WP_025432982_1,PKETF,f6p_c + pi_c --> actp_c + e4p_c + h2o_c
Phosphoketolase (xylulose-5-phosphate utilizing),WP_025432982_1,PKETX,pi_c + xu5p__D_c --> actp_c + g3p_c + h2o_c
D-galactonate transport via proton symport (periplasm),WP_025432978_1,GALCTNt2pp,galctn__D_p + h_p --> galctn__D_c + h_c
NAPRTase (rev),WP_025432974_1,NAPRT,h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c
Dehydroshikimate dehydratase,WP_025432960_1,DHSKDH,3dhsk_c --> 34dhbz_c + h2o_c
"D-2,3-Diketo 4-deoxy-epi-inositol dehydratase",WP_025432955_1 and WP_025432956_1,DKDID,dkdi_c + h2o_c --> d5kg_c + h_c
Quinate dehydrogenase  NADP ,WP_025432953_1,QUIDHy,nadp_c + quin_c <=> 3dhq_c + h_c + nadph_c
D-Amino acid dehydrogenase,WP_025432946_1 or WP_025433631_1,DAAD,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c
D Amino acid dehydrogenase  val D ,WP_025432946_1,DAAD12,fad_c + h2o_c + 2.0 h_c + val__D_c --> 3mob_c + fadh2_c + nh4_c
D Amino acid dehydrogenase  phe D ,WP_025432946_1,PHET,fad_c + h2o_c + 2.0 h_c + phe__D_c --> fadh2_c + nh4_c + phpyr_c
D Amino acid dehydrogenase  orn D ,WP_025432946_1,DAAD5,fad_c + h2o_c + orn__D_c --> 5a2opntn_c + fadh2_c + nh4_c
D Amino acid dehydrogenase  pro D ,WP_025432946_1,DAAD7,fad_c + pro__D_c --> 1p2cbxl_c + fadh2_c
D Amino acid dehydrogenase,WP_025432946_1,DLYSAD,fad_c + h2o_c + lys__D_c --> 6a2ohxnt_c + fadh2_c + nh4_c
D Amino acid dehydrogenase  ser D ,WP_025432946_1,DAAD8,fad_c + h2o_c + ser__D_c --> fadh2_c + hpyr_c + nh4_c
D Amino acid dehydrogenase  D met ,WP_025432946_1,DAAD4,fad_c + h2o_c + met__D_c --> 2kmb_c + fadh2_c + nh4_c
D Amino acid dehydrogenase  arg D ,WP_025432946_1,DAAD2,arg__D_c + fad_c + h2o_c --> 5g2oxpt_c + fadh2_c + nh4_c
Ribokinase,WP_025432940_1,RBK,atp_c + rib__D_c --> adp_c + h_c + r5p_c
Glutamate 5 semialdehyde dehydrogenase,WP_025432937_1,G5SD2,glu5p_c + h_c + nadh_c --> glu5sa_c + nad_c + pi_c
Glutamate-5-semialdehyde dehydrogenase,WP_025432937_1,G5SD,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c
H2O transport via diffusion (periplasm),WP_025432932_1 or spontaneous,H2Otpp,h2o_p <=> h2o_c
Isoleucine biosynthesi step i,WP_025432927_1,ilvg,2obut_c + hethmpp_c --> 2ahbut_c + thmpp_c
Coproporphyrinogen oxidase (O2 required),WP_025432924_1,CPPPGO,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c
Oxygen Independent coproporphyrinogen-III oxidase,WP_025432924_1,CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c
Arsenite transporter via proton antiport  periplasm ,WP_025432904_1,ASO3t2pp,aso3_c + h_p --> aso3_p + h_c
Arsenite efflux via ATP hydrolysis (periplasm),WP_025432904_1,ASO3t8pp,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c
Oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase),WP_025432898_1,AKGDb,coa_c + sdhlam_c --> dhlam_c + succoa_c
Adenosylcobinamide-phosphate synthase,WP_025432895_1 or WP_226955525_1,ADCPS2,adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c
Adenosyl cobinamide kinase,WP_025432895_1,ADOCBIK,adocbi_c + atp_c --> adocbip_c + adp_c + h_c
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",WP_025432876_1,UAAGDS,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",WP_025432875_1,UGMDDS,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,WP_025432874_1,UAMAGS,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
UDP-N-acetylmuramoyl-L-alanine synthetase,WP_025432872_1,UAMAS,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
Nicotinate-nucleotide diphosphorylase (carboxylating),WP_025432858_1,NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),WP_025432847_1,IPDPS,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
Dephospho-CoA kinase,WP_025432846_1,DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c
Ornithine carbamoyltransferase,WP_025432841_1,OCBT,cbp_c + orn_c <=> citr__L_c + h_c + pi_c
CTP synthase  NH3 ,WP_025432832_1,CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c
CTP synthase (glutamine),WP_025432832_1,CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
Acetate CoA ligase AMP-forming ,WP_025432750_1,ACOAM,ac_c + atp_c --> acadl_c + ppi_c
Acetyl adenylate CoA ligase AMP-forming ,WP_025432750_1,AACLAM,acadl_c + coa_c <=> accoa_c + amp_c
Benzoate CoA ligase,WP_025432750_1,BCOALIG,atp_c + bz_c + coa_c + 4.0 h_c --> amp_c + benzcoa_c + ppi_c
4-hydroxybenzoate--coenzyme A ligase,WP_025432750_1,BCOALIG2,4hbz_c + atp_c + coa_c --> 4hbzcoa_c + amp_c + ppi_c
Glutaryl-CoA dehydrogenase (citosol),WP_025432747_1,GLUTCOADHc,fad_c + glutcoa_c + h_c --> b2coa_c + co2_c + fadh2_c
"D-glucarate transport via proton symport, reversible",WP_025432738_1,GLCRt2r,glcr_e + h_e --> glcr_c + h_c
3-hydroxyadipyl-CoA dehydrogenase,WP_025432691_1 and WP_226955502_1,HADPCOADH,3hadpcoa_c --> h2_c + oxadpcoa_c
3-hydroxyadipyl-CoA dehydrogenase (NAD+),WP_025432691_1,HADPCOADH3,3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c
Proline dehydrogenase,WP_025432675_1,PROD2,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c
Acetolactate synthase,WP_025432670_1,ACLS_a,h_c + pyr_c + thmpp_c --> co2_c + hethmpp_c
Adenosine hydrolase,WP_025432641_1,ADNUC,adn_c + h2o_c --> ade_c + rib__D_c
Ribosylpyrimidine nucleosidase,WP_025432641_1,GNNUC,gsn_c + h2o_c --> gua_c + rib__D_c
Cytidine hydrolase,WP_025432641_1,CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c
Xanthosine hydrolase,WP_025432641_1,XTSNH,h2o_c + xtsn_c --> rib__D_c + xan_c
Uridine hydrolase,WP_025432641_1,URIH,h2o_c + uri_c --> rib__D_c + ura_c
Glycine reversible transport via proton symport,WP_025432629_1,GLYt2r,gly_e + h_e --> gly_c + h_c
D-serine transport via proton symport,WP_025432629_1,DSERt2,h_e + ser__D_e --> h_c + ser__D_c
L serine reversible transport via proton symport,WP_025432629_1,SERt2r,h_e + ser__L_e --> h_c + ser__L_c
Gylcine dehydrogenase (deamidating),WP_025432628_1,GLYDHDA,gly_c + h2o_c + nad_c <-- glx_c + h_c + nadh_c + nh4_c
FCLT2,WP_025432543_1,FCLT2,fmcbtt_c + ppp9_c --> 2.0 h_c + mcbtt_c + pheme_c
Phosphoenolpyruvate carboxylase,WP_025432533_1 or WP_085990793_1,PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
4'-Phosphopantothenate:L-cysteine ligase,WP_025432525_1,PPNCL3,4ppan_c + atp_c + cys__L_c --> 4ppcys_c + amp_c + h_c + ppi_c
Phosphopantothenoylcysteine decarboxylase,WP_025432525_1,PPCDC,4ppcys_c + h_c --> co2_c + pan4p_c
Deoxyguanylate kinase (dGMP:ATP),WP_025432524_1,DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c
Guanylate kinase (GMP:ATP),WP_025432524_1,GK1,atp_c + gmp_c <=> adp_c + gdp_c
Aspartate carbamoyltransferase,WP_025432522_1,ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
Chorismate synthase,WP_025432519_1,CHORS,3psme_c --> chor_c + pi_c
3-hydroxyisobutyryl-CoA hydrolase,WP_025432461_1 or WP_226955743_1,3HBCOAHL,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c
,WP_025432458_1,BEF,betald_c + fad_c + h2o_c --> fadh2_c + glyb_c + h_c
Formyl-CoA Transferase,WP_025432439_1,FORCT,forcoa_c + oxa_c <=> for_c + oxalcoa_c
Adenine phosphoribosyltransferase,WP_025432422_1,ADPT,ade_c + prpp_c --> amp_c + ppi_c
CDPPT160,WP_025432418_1,CDPPT160,cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c
Protoporphyrinogen oxidase (aerobic),WP_025432413_1 or WP_025432981_1,PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
1-deoxy-D-xylulose 5-phosphate synthase,WP_025432409_1,DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c
Fructose transport via PEP:Pyr PTS (f6p generating),WP_025432391_1,FRUpts2,fru_e + pep_c --> f6p_c + pyr_c
L-histidine transport via ABC system (periplasm),WP_025432387_1 or WP_179443303_1 or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),HISabcpp,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
L-proline transport via ABC system (periplasm),WP_025432387_1 or ( WP_005247765_1 and WP_005247768_1 ) or ( WP_005247765_1 and WP_005247766_1 and WP_005247768_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),PROabcpp,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c
Glycine transport via ABC system,WP_025432387_1 or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),GLYabcpp,atp_c + gly_p + h2o_c --> adp_c + gly_c + h_c + pi_c
FMN adenylyltransferase,WP_025432373_1,FMNAT,atp_c + fmn_c + h_c --> fad_c + ppi_c
Riboflavin kinase,WP_025432373_1,RBFK,atp_c + ribflv_c --> adp_c + fmn_c + h_c
CDP-diacylglycerol synthetase (n-C16:1),WP_025432370_1,DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
CDP-diacylglycerol synthetase (n-C18:1),WP_025432370_1,DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
CDP-diacylglycerol synthetase (n-C18:0),WP_025432370_1,DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
CDP-diacylglycerol synthetase (n-C14:0),WP_025432370_1,DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
CDP-diacylglycerol synthetase (n-C12:0),WP_025432370_1,DASYN120,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c
1-deoxy-D-xylulose reductoisomerase,WP_025432356_1,DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
CDP-diacylglycerol synthetase (n-C16:0),WP_025432353_1 or WP_025432370_1,DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
"CDP-diacylglycerol synthetase (C16:0, C19:0)",WP_025432353_1,DASYN160190,ctp_c + h_c + pa160190_c --> cdpc16c19g_c + ppi_c
DASYN190190,WP_025432353_1,DASYN190190,ctp_c + h_c + pa190190_c --> cdpc19c19g_c + ppi_c
DUTP diphosphatase,WP_025432322_1 or WP_025432405_1,DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c
Cyanate transport via proton symport  periplasm ,WP_025432304_1,CYANt2pp,cyan_p + h_p --> cyan_c + h_c
3-phosphoshikimate 1-carboxyvinyltransferase,WP_025432295_1,PSCVT,pep_c + skm5p_c <=> 3psme_c + pi_c
DTMP kinase,WP_025432290_1,DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c
NADHX epimerase,WP_025432246_1,NADHXE,nadhx__S_c <=> nadhx__R_c
NADHX dehydratase,WP_025432246_1,NADHXD,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c
NADPHX epimerase,WP_025432246_1,NADPHXE,nadphx__R_c <=> nadphx__S_c
NADPHX dehydratase,WP_025432246_1,NADPHXD,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c
Anthranilate synthase 2,WP_025432227_1,ANS2,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c
Adenine deaminase,WP_025432207_1,ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c
Deoxyadenosine deaminase,WP_025432207_1,DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),WP_025432206_1,2AGPGAT181,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),WP_025432206_1,2AGPEAT181,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),WP_025432206_1,2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),WP_025432206_1,2AGPGAT161,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),WP_025432206_1,2AGPGAT160,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),WP_025432206_1,2AGPGAT140,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),WP_025432206_1,2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),WP_025432206_1,2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),WP_025432206_1,2AGPEAT161,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),WP_025432206_1,2AGPEAT160,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),WP_025432206_1,2AGPEAT180,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),WP_025432206_1,2AGPEAT120,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),WP_025432206_1,2AGPEAT141,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
Salmochelin S4 transport via ABC system periplasm ,WP_025432202_1,SALCHS4abcpp,atp_c + h2o_c + salchs4_c --> adp_c + h_c + pi_c + salchs4_p
Enterochelin transport2 via ABC system periplasm ,WP_025432202_1,FEENTER2tpp,atp_c + enter_c + h2o_c --> adp_c + enter_p + h_c + pi_c
Major Facilitator(MFS) TCDB:2.A.1.14.6,WP_025432176_1,Clt,cl_e <=> cl_c
Thymine reversible transport via facilated diffusion,WP_025432171_1,THYMt,thym_e <=> thym_c
Uracil transport via facilated diffusion,WP_025432171_1,URAt,ura_e <=> ura_c
Guanine transport,WP_025432171_1,GUAt,gua_e <=> gua_c
UDP-N-acetylglucosamine diphosphorylase,WP_025432130_1,UAGDP,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
Maltotriose transport via ABC system,WP_025432120_1 and WP_226955514_1,MALTTRabc,atp_c + h2o_c + malttr_e --> adp_c + h_c + malttr_c + pi_c
Maltohexaose transport via ABC system,WP_025432120_1 and WP_226955514_1,MALTHXabc,atp_c + h2o_c + malthx_e --> adp_c + h_c + malthx_c + pi_c
Inositol transport in via ABC transport,WP_025432120_1 and WP_226955514_1,INSTabc,atp_c + h2o_c + inost_e --> adp_c + h_c + inost_c + pi_c
"Glycine betaine transport via proton symport, reversible",WP_025432111_1,GLYBt2r,glyb_e + h_e --> glyb_c + h_c
Imidazolonepropionase,WP_025432098_1,IZPN_1,4izp_c + h2o_c --> forglu_c
Phosphoribosylglycinamide formyltransferase,WP_025432095_1 or WP_037183117_1,GARFT,10fthf_c + gar_c <=> fgam_c + h_c + thf_c
L Arginine pyruvate transaminase,WP_025432089_1,ARUH,arg__L_c + pyr_c <=> 5g2oxpt_c + ala__L_c
Ferroxamine reductase,WP_025432071_1,FEOXAMR1,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c
Ferroxamine reductase,WP_025432071_1,FEOXAMR3,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c
Fe(III) reduction,WP_025432071_1,FE3Ri,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c
Flavin reductase (NAD),WP_025432071_1,FLVRx,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
Ferroxamine reductase,WP_025432071_1,FEOXAMR2,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c
Nicotinamide-nucleotide amidase,WP_025432070_1 or WP_025432385_1,NMNDA,h2o_c + nmn_c --> nh4_c + nicrnt_c
A-galactosidase (melibiose),WP_025432068_1,GALS3,h2o_c + melib_c --> gal_c + glc__D_c
Raffinose galactohydrolase,WP_025432068_1,RAFGH,h2o_c + raffin_c --> gal_c + sucr_c
Galactose 1 phosphate uridylyltransferase,WP_025432065_1,GALT,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c
Galactokinase,WP_025432044_1 or WP_025432064_1,GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c
Tagatose-bisphosphate aldolase,WP_025432019_1,TGBPA,tagdp__D_c <=> dhap_c + g3p_c
"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",WP_025432019_1,FBA3,s17bp_c <=> dhap_c + e4p_c
D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,WP_025432019_1,FBA2,f1p_c <=> dhap_c + glyald_c
4-hydroxybenzaldehyde dehydrogenase,WP_025432003_1 or WP_061044647_1,VNDH_2,4hbald_c + h2o_c + nad_c <=> 4hbz_c + 2.0 h_c + nadh_c
Benzaldehyde dehydrogenase,WP_025432003_1,BZDH,bzal_c + h2o_c + nad_c <=> bz_c + 2.0 h_c + nadh_c
Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),WP_025432003_1,GAPDi_nadp,13dpg_c + h_c + nadph_c --> g3p_c + nadp_c + pi_c
4h2kpi Lyase,WP_025432001_1 or WP_025433530_1,4H2KPILY,4h2kpi_c --> pyr_c + sucsal_c
,WP_025431993_1,PROR,pro__L_c <=> h_c + pro__D_c
L-Lactate dehydrogenase (menaquinone),WP_025431976_1 or WP_037179656_1 or ( WP_005249294_1 and WP_005249295_1 and WP_025433596_1 ),L_LACD3,lac__L_c + mqn8_c --> mql8_c + pyr_c
L-Lactate dehydrogenase (ubiquinone),WP_025431976_1 or WP_037179656_1 or ( WP_005249294_1 and WP_005249295_1 and WP_025433596_1 ),L_LACD2,lac__L_c + q8_c --> pyr_c + q8h2_c
4 Hydroxypentanoyl CoA kinase,WP_025431968_1,4HPTNCOAK,4hptcoa_c + atp_c --> 4poptcoa_c + adp_c + h_c
Pyridoxine:NADP+ 4-oxidoreductase,WP_025431940_1,PYDXOR,h_c + nadph_c + pydx_c --> nadp_c + pydxn_c
"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",WP_025431936_1 or WP_025433226_1,PPOR,o2_c + phpyr_c --> 2hyoxplac_c + co2_c
4 Hydroxyphenylpyruvateoxygen oxidoreductase,WP_025431936_1,34HPPOR,34hpp_c + o2_c --> co2_c + hgentis_c
Heme transport,WP_025431923_1 or WP_025431965_1,PHEMEt,pheme_e <=> pheme_c
"Nickel transport via ABC system (uptake, periplasm)",WP_025431920_1 or ( WP_005243359_1 and WP_226955691_1 ) or ( WP_005243362_1 and WP_005245505_1 and WP_226955673_1 ) or ( WP_005243362_1 and WP_005252469_1 and WP_226955673_1 ) or ( WP_005243362_1 and WP_025433178_1 and WP_226955673_1 ) or ( WP_025433188_1 and WP_025433189_1 and WP_037183109_1 ) or ( WP_005237765_1 and WP_005243362_1 and WP_025433177_1 and WP_226955691_1 ) or ( WP_005243362_1 and WP_005252469_1 and WP_025433053_1 and WP_226955673_1 ) or ( WP_005243362_1 and WP_005252469_1 and WP_025433178_1 and WP_226955673_1 ),NI2uabcpp,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
Cobalt (Co+2) ABC transporter (periplasm),WP_025431920_1,COBALT2abcpp,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c
Cobalt II transport via ABC system periplasm I,WP_025431920_1,Cobalt2abcppI,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c
Mycothiol synthase,WP_025431876_1,MSHS,accoa_c + cigam_c --> coa_c + msh_c
Glycosyl transferase,WP_025431866_1,ENTERGLCT2,entermg_c + udpg_c --> h_c + salchs4_c + udp_c
Glycosyl transferase,WP_025431866_1,ENTERGLCT1,enter_c + udpg_c --> entermg_c + h_c + udp_c
Malate decarboxylating oxidoreductase (decarboxylating),WP_025431856_1,MALDDH,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
Tartrate decarboxylase,WP_025431856_1,TARTDC,h_c + tartr__L_c --> co2_c + glyc__R_c
Phosphoribosylglycinamide synthase,WP_025431855_1,PRAGSr,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c
L-leucine transport via ABC system (periplasm),WP_025431853_1 or WP_025432387_1 or ( WP_005244312_1 and WP_005244316_1 ) or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244314_1 and WP_005244316_1 and WP_005244318_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),LEUabcpp,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
L-isoleucine transport via ABC system (periplasm),WP_025431853_1 or WP_025432387_1 or ( WP_005244312_1 and WP_005244316_1 ) or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244314_1 and WP_005244316_1 and WP_005244318_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ),ILEabcpp,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c
L-valine transport via ABC system (periplasm),WP_025431853_1 or WP_025432387_1 or ( WP_005244312_1 and WP_005244316_1 ) or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244314_1 and WP_005244316_1 and WP_005244318_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ),VALabcpp,atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c
D-alanine transport via ABC peptide transporter,WP_025431853_1,DALAabcpp,ala__D_p + atp_c + h2o_c --> adp_c + ala__D_c + h_c + pi_c
D valine transport via ABC system  periplasm ,WP_025431853_1,DVALabcpp,atp_c + h2o_c + val__D_p --> adp_c + h_c + pi_c + val__D_c
Selenatenate transport via ABC system (periplasm),WP_025431850_1 or WP_226955505_1 or ( WP_005250729_1 and WP_143767463_1 ) or ( WP_005246626_1 and WP_005246633_1 and WP_025432639_1 ),SELabcpp,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c
Sulfate transport via ABC system,WP_025431850_1 or WP_226955505_1 or ( WP_005247987_1 and WP_005247989_1 and WP_005247990_1 and WP_005248522_1 and WP_025432929_1 ),SULabc,atp_c + h2o_c + so4_e --> adp_c + h_c + pi_c + so4_c
Chromate transport via ABC system (periplasm),WP_025431850_1 or WP_226955505_1,CRO4abcpp,atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c
Sulfate transport via ABC system (periplasm),WP_025431850_1 or WP_226955505_1,SULabcpp,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c
Thiosulfate transport via ABC system (periplasm),WP_025431850_1 or WP_226955505_1,TSULabcpp,atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c
Sulfite transport via ABC system (periplasm),WP_025431850_1 or WP_226955505_1,SO3abcpp,atp_c + h2o_c + so3_p --> adp_c + h_c + pi_c + so3_c
L threonine reversible transport via proton symport,WP_025431836_1,THRt2r,h_e + thr__L_e --> h_c + thr__L_c
FADB2,WP_025431830_1,FADB2,hcholc8coa_c + nad_c --> h_c + nadh_c + ocholc8coa_c
FADB3,WP_025431830_1,FADB3,hcholc5coa_c + nad_c --> h_c + nadh_c + ocholc5coa_c
Imidazolonepropionase,WP_025431817_1,IZPN,4izp_c + h2o_c --> forglu_c
Formimidoylglutamase,WP_025431816_1,FGLU,forglu_c + h2o_c --> frmd_c + glu__L_c
S-2-hydroxyglutarate oxidase,WP_025431812_1,SHGO,S2hglut_c + o2_c --> akg_c + h2o2_c
Aldose reductase (acetol),WP_025431806_1,ALR3,acetol_c + h_c + nadph_c --> 12ppd__S_c + nadp_c
D-Lactaldehyde:NAD+ 1-oxidoreductase,WP_025431806_1,LALDO2x,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c
