,reaction_id,reaction_name,reaction_reaction,old_flux,new_flux
1249,KAS3,B-ketoacyl synthetase (Iso-C15:0),14.0 h_c + ivcoa_c + 5.0 malcoa_c + 10.0 nadph_c --> 5.0 co2_c + 6.0 coa_c + fa3_c + 4.0 h2o_c + 10.0 nadp_c,0.0557623308960133,0.015175689601170416
1242,KAS12,B-ketoacyl synthetase (Anteiso-C17:0),2mbcoa_c + 17.0 h_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + fa12_c + 5.0 h2o_c + 12.0 nadp_c,0.04739798126161131,0.012899336160994854
775,FACOAL170_anteiso,Fatty acid  CoA ligase  anteiso C170 ,atp_c + coa_c + fa12_c --> amp_c + fa12coa_c + ppi_c,0.04739798126161131,0.012899336160994854
720,ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),3hhcoa_c <=> h2o_c + hx2coa_c,0.04460986471681064,0.012140551680936333
722,ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),3hdcoa_c <=> dc2coa_c + h2o_c,0.04460986471681064,0.012140551680936333
142,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0.04460986471681064,0.012140551680936333
721,ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),3hocoa_c <=> h2o_c + oc2coa_c,0.04460986471681064,0.012140551680936333
145,ACACT2r,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,0.04460986471681064,0.012140551680936333
146,ACACT3r,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,0.04460986471681064,0.012140551680936333
147,ACACT4r,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),accoa_c + occoa_c <=> 3odcoa_c + coa_c,0.04460986471681064,0.012140551680936333
724,ECOAH5_2,3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA ,3hddcoa_c <=> h2o_c + trans_dd2coa_c,0.04460986471681064,no rxn
725,ECOAH6,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),3htdcoa_c <=> h2o_c + td2coa_c,0.04460986471681064,0.012140551680936333
719,ECOAH1_2,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA ,3hbycoa_c <=> b2coa_c + h2o_c,0.04460986471681064,no rxn
149,ACACT5r_1,Acetyl CoA C acyltransferase  decanoyl CoA ,accoa_c + dccoa_c <=> 3oddcoa_c + coa_c,0.04460986471681064,no rxn
1102,HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,0.04460986471681064,0.012140551680936333
151,ACACT6r_1,Acetyl CoA C acyltransferase  dodecanoyl CoA ,accoa_c + ddcoa_c <=> 3otdcoa_c + coa_c,0.04460986471681064,no rxn
1108,HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c,0.04460986471681064,0.012140551680936333
1106,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,0.04460986471681064,0.012140551680936333
1098,HACD1_2,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA ,aacoa_c + h_c + nadh_c <=> 3hbycoa_c + nad_c,0.04460986471681064,no rxn
1104,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,0.04460986471681064,0.012140551680936333
1100,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,0.04460986471681064,0.012140551680936333
1110,HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,0.03624551508240864,0.00986419824076077
152,ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c,0.03624551508240864,0.00986419824076077
726,ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),3hhdcoa_c <=> h2o_c + hdd2coa_c,0.03624551508240864,0.00986419824076077
492,CLt3r_2,Chloride transport via proton antiport (2:1) (periplasm),2.0 cl_e + h_c <=> 2.0 cl_c + h_e,0.02236542940225581,no rxn
2063,UAG2E,UDP-N-acetylglucosamine 2-epimerase,uacgam_c <=> uacmam_c,0.020718835446439633,0.0056386203837001814
1490,NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,0.019581369419274047,0.005329059590906898
1525,NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c,0.019581369419274047,0.005329059590906898
1866,QULNS,Quinolinate synthase,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,0.019581369419274047,0.005329059590906898
379,ASPO5,L-aspartate oxidase,asp__L_c + fum_c --> h_c + iasp_c + succ_c,0.019581369419274047,0.005329059590906898
1526,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,0.019581369419274047,0.005329059590906898
1241,KAS11,B-ketoacyl synthetase (Iso-C17:0),17.0 h_c + ivcoa_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + fa11_c + 5.0 h2o_c + 12.0 nadp_c,0.019516815813604656,0.0053114913604096455
776,FACOAL170_ISO,Fatty acid  CoA ligase  Iso C170 ,atp_c + coa_c + fa11_c --> amp_c + fa11coa_c + ppi_c,0.019516815813604656,0.0053114913604096455
827,FDH,Formate dehydrogenase,for_c + nad_c --> co2_c + nadh_c,0.017208943106267544,0.0
1596,OIVD2,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate),3mob_c + coa_c + nad_c --> co2_c + ibcoa_c + nadh_c,0.01672869926880399,0.004552706880351125
771,FACOAL160_ISO,Fatty acid  CoA ligase  Iso C160 ,atp_c + coa_c + fa6_c --> amp_c + fa6coa_c + ppi_c,0.013940582724003324,0.003793922400292604
1251,KAS6,B-ketoacyl synthetase (Iso-C16:0),17.0 h_c + ibcoa_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + fa6_c + 5.0 h2o_c + 12.0 nadp_c,0.013940582724003324,0.003793922400292604
690,DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.008781518292910257,5.229094973292678
1112,HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,0.008364349634401995,0.0022763534401755623
758,FACOAE180,Fatty-acid-CoA thioesterase (octadecanoate),h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,0.008364349634401995,0.0022763534401755623
727,ECOAH8,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),3hodcoa_c <=> h2o_c + od2coa_c,0.008364349634401995,0.0022763534401755623
778,FACOAL180_2,Fatty acid  CoA ligase  octadecanoate ,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + strcoa_c,0.008364349634401995,0.0022763534401755623
1872,RBFSa,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,0.007648419158341207,0.002081513330263771
595,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c + h_c,0.007648419158341207,0.002081513330263771
1048,GLYCTO2,Glycolate oxidase,glyclt_c + q8_c --> glx_c + q8h2_c,0.007648419158341031,0.0
1341,MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,0.007648419158341031,0.0
951,GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,0.007648419158341031,0.0020815133302637336
2014,TECA3S45,Glycerol teichoic acid  n45   unlinked  glucose substituted,45.0 cdpglyc_c + h2o_c + uacgam_c + uacmam_c + 45.0 udpg_c --> 45.0 cmp_c + gtca3_45_BS_c + 91.0 h_c + 46.0 udp_c + ump_c,0.006906278482146545,0.0018795401279000604
2013,TECA2S45,Glycerol teichoic acid  n45   unlinked  D ala substituted,45.0 ala__D_c + 45.0 atp_c + 45.0 cdpglyc_c + 45.0 h2o_c + uacgam_c + uacmam_c --> 45.0 amp_c + 45.0 cmp_c + gtca2_45_BS_c + 91.0 h_c + 45.0 ppi_c + udp_c + ump_c,0.006906278482146545,0.0018795401279000604
2012,TECA1S45,Glycerol teichoic acid  n45   unlinked  unsubstituted,45.0 cdpglyc_c + uacgam_c + uacmam_c --> 45.0 cmp_c + gtca1_45_BS_c + 46.0 h_c + udp_c + ump_c,0.006906278482146545,0.0018795401279000604
1389,MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c --> 2mecdp_c + cmp_c,0.006869413503324959,0.0018695073429220905
1227,IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,0.006869413503324959,0.0
467,CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,0.006869413503324959,0.0018695073429220905
1393,MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,0.006869413503324959,0.0018695073429220905
1387,MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,0.006869413503324959,no rxn
689,DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,0.006869413503324959,0.0018695073429220905
533,Cuabc,Cuabc,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c,0.006090407848308727,0.0016575013555804102
1431,MNt2,Manganese transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,0.0059399181194987735,no rxn
663,DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,0.005736314368755734,0.0015611349976977907
1080,GTPCI,GTP cyclohydrolase I,gtp_c + h2o_c --> ahdt_c + for_c + h_c,0.005736314368755734,0.0015611349976977907
648,DHPS,DHPS,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,0.005736314368755734,0.0015611349976977907
662,DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c --> dhnpt_c + pi_c,0.005736314368755734,0.0015611349976977907
214,ADCL,4-aminobenzoate synthase,4adcho_c --> 4abz_c + h_c + pyr_c,0.005736314368755734,0.0015611349976977907
215,ADCS,4-amino-4-deoxychorismate synthase,chor_c + gln__L_c --> 4adcho_c + glu__L_c,0.005736314368755734,0.0015611349976977907
638,DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,0.005736314368755734,0.0015611349976977907
634,DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.005736314368755734,0.0015611349976977907
1642,PANTS,Pantothenate synthase,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,0.004948456376742767,0.0013467198514082233
1763,PNTK,Pantothenate kinase,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,0.004948456376742767,0.0013467198514082233
1836,PTPATi,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,0.004948456376742767,0.0013467198514082233
664,DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c --> adp_c + coa_c + h_c,0.004948456376742767,0.0013467198514082233
373,ASP1DC,Aspartate 1-decarboxylase,asp__L_c + h_c --> ala_B_c + co2_c,0.004948456376742767,0.0013467198514082233
1775,PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,0.004948456376742767,0.0013467198514082233
1438,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,0.004948456376742767,0.0013467198514082233
1784,PPNCL,PPNCL,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c,0.004948456376742767,no rxn
673,DPR,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,0.004948456376742767,0.0013467198514082233
1485,NADK,NAD kinase,atp_c + nad_c --> adp_c + h_c + nadp_c,0.0038419142531506056,0.0010455749830261241
1081,GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,0.0038242095791706037,0.0
1873,RBFSb,Riboflavin synthase,2.0 dmlz_c --> 4r5au_c + ribflv_c,0.0038242095791706037,0.0010407566651318854
339,APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,0.0038242095791706037,0.0010407566651318854
1761,PMDPHT,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,0.0038242095791706037,0.0010407566651318854
646,DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.0038242095791706037,0.0
2149,ZNabc,Zinc transport via ABC system,atp_c + h2o_c + zn2_e --> adp_c + h_c + pi_c + zn2_c,0.0029301235432996928,0.0
765,FACOAL140_ISO,Fatty acid  CoA ligase  Iso C140 ,atp_c + coa_c + fa1_c --> amp_c + fa1coa_c + ppi_c,0.002788116544800665,0.0007587844800585208
1240,KAS1,B-ketoacyl synthetase (Iso-C14:0),14.0 h_c + ibcoa_c + 5.0 malcoa_c + 10.0 nadph_c --> 5.0 co2_c + 6.0 coa_c + fa1_c + 4.0 h2o_c + 10.0 nadp_c,0.002788116544800665,0.0007587844800585208
1395,METAT,Methionine adenosyltransferase,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,0.002770781477500918,0.0007540667504312041
1871,RBFK,Riboflavin kinase,atp_c + ribflv_c --> adp_c + fmn_c + h_c,0.001912104789585306,0.0005203783325659427
871,FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c --> fad_c + ppi_c,0.001912104789585306,0.0005203783325659427
1149,HMPK1,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,0.001912104789585298,0.0
2029,THZPSN,Thiazole phosphate synthesis,atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,0.001912104789585298,0.0005203783325659427
2035,TMPPP,Thiamine-phosphate diphosphorylase,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,0.001912104789585298,0.0005203783325659427
2034,TMPK,Thiamine-phosphate kinase,atp_c + thmmp_c --> adp_c + thmpp_c,0.001912104789585298,0.0005203783325659427
1759,PLPS,Pyridoxal-5-phosphate synthase,g3p_c + gln__L_c + r5p_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c,0.001912104789585298,0.0
258,AHMMPS,4 amino 5 hydroxymethyl 2 methylpyrimidine synthetase,air_c + 2.0 h_c --> 4ahmmp_c + gcald_c + pi_c,0.001912104789585298,0.0005203783325659427
1762,PMPK,Phosphomethylpyrimidine kinase,4ampm_c + atp_c --> 2mahmp_c + adp_c,0.001912104789585298,0.0005203783325659427
2373,sink_4hba_c,R_sink_4hba_c,4hba_c --> ,0.001912104789585298,no rxn
320,AMMQT8,AMMQT8,2dmmq8_c + amet_c + h_c --> ahcys_c + mql8_c,0.0008586766879156199,0.0
1625,OXGDC2,2-oxoglutarate decarboxylase,akg_c + h_c + thmpp_c --> co2_c + ssaltpp_c,0.0008586766879156199,no rxn
1226,IPDDI,Isopentenyl-diphosphate D-isomerase,ipdp_c <=> dmpp_c,0.0008586766879156199,0.00023368841786526132
1199,ICHORS,Isochorismate synthase,chor_c <=> ichor_c,0.0008586766879156199,0.00023368841786526132
223,ADNK1,Adenosine kinase,adn_c + atp_c --> adp_c + amp_c + h_c,0.0008586766879156199,0.00023368841786526132
1591,OCTDPS,Octaprenyl pyrophosphate synthase,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,0.0008586766879156199,0.00023368841786526132
257,AHCi,Adenosylhomocysteinase,ahcys_c + h2o_c <=> adn_c + hcys__L_c,0.0008586766879156199,0.00023368841786526132
1538,NPHS,Naphthoate synthase,sbzcoa_c --> coa_c + dhna_c,0.0008586766879156199,0.0
1070,GRTT,Geranyltranstransferase,grdp_c + ipdp_c --> frdp_c + ppi_c,0.0008586766879156199,0.00023368841786526132
1949,SHCHCS2,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",ichor_c + ssaltpp_c --> 2shchc_c + pyr_c + thmpp_c,0.0008586766879156199,no rxn
635,DHNAOT,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",dhna_c + octdp_c --> 2dmmq8_c + co2_c + h_c + ppi_c,0.0008586766879156199,0.00023368841786526132
660,DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,0.0008586766879156199,0.00023368841786526132
1976,SUCBZL,O-succinylbenzoate-CoA ligase,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,0.0008586766879156199,0.00023368841786526132
1977,SUCBZS,O-succinylbenzoate-CoA synthase,2shchc_c --> h2o_c + sucbz_c,0.0008586766879156199,0.00023368841786526132
1297,LIPO4S24_BS,Lipoteichoic acid synthesis  n24   linked  unsubstituted,2400.0 cdpglyc_c + d12dg_BS_c --> 2400.0 cmp_c + 2400.0 h_c + lipo4_24_BS_c,0.0003485145681000831,9.48480600073151e-05
1295,LIPO2S24_BS,Lipoteichoic acid synthesis  n24   linked  N acetylglucosamine substituted,2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 uacgam_c --> 2400.0 cmp_c + 4800.0 h_c + lipo2_24_BS_c + 2400.0 udp_c,0.0003485145681000831,9.48480600073151e-05
1294,LIPO1S24_BS,Lipoteichoic acid synthesis  n24   linked  glucose substituted,2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 udpg_c --> 2400.0 cmp_c + 4800.0 h_c + lipo1_24_BS_c + 2400.0 udp_c,0.0003485145681000831,9.48480600073151e-05
1296,LIPO3S24_BS,Lipoteichoic acid synthesis  n24   unliked  D alanine substituted,2400.0 ala__D_c + 2400.0 atp_c + 2400.0 cdpglyc_c + d12dg_BS_c + 2400.0 h2o_c --> 2400.0 amp_c + 2400.0 cmp_c + 4800.0 h_c + lipo3_24_BS_c + 2400.0 ppi_c,0.0003485145681000831,9.48480600073151e-05
1608,ORLT,Rhamnosyl transferase LPS O antigen biosynthesis ,dtdprmn_c + udcdpgal_c --> dtdp_c + h_c + udcdpgalrmn_c,0.0,no rxn
1605,OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,3ophb_c + h_c --> 2oph_c + co2_c,0.0,0.0
1578,OAAt2_2pp,Oxaloacetate transport via proton symport 2 H  periplasm ,2.0 h_p + oaa_p --> 2.0 h_c + oaa_c,0.0,0.0
1604,OPAH,OPAH,5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu__L_c + h_c + pi_c,0.0,0.0
1577,OAADC,Oxaloacetate decarboxylase,h_c + oaa_c --> co2_c + pyr_c,0.0,0.0
1728,PHDCATA,PHDCATA,ACP_c + phdcacoa_c <=> coa_c + phdcaACP_c,0.0,no rxn
1736,PHTHS2,PHTHS2,amet_c + nadph_c + pphthdl_c --> ahcys_c + nadp_c + pphthiocerol_c,0.0,no rxn
1727,PHDCAt,PHDCAt,phdca_e <=> phdca_c,0.0,no rxn
1573,NTRIRx,Nitrite reductase (NADH),4.0 h_c + 3.0 nadh_c + no2_c --> h2o_c + 3.0 nad_c + nh4oh_c,0.0,0.0
1574,NTRIRy,Nitrite reductase (NADPH),4.0 h_c + 3.0 nadph_c + no2_c --> h2o_c + 3.0 nadp_c + nh4oh_c,0.0,0.0
1606,OPHHX,2-Octaprenylphenol hydroxylase,2oph_c + 0.5 o2_c --> 2ohph_c,0.0,0.0
1740,PIuabcpp,"Phosphate transport via ABC system (uptake, periplasm)",atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,0.0,no rxn
1729,PHEMEabcpp,Protoheme transport via ABC system (periplasm),atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,0.0,0.0
1572,NTRIRfcpp,Nitrite reductase (cytochrome) periplasmic,8.0 h_p + no2_p + 6.0 ppcr_p --> 2.0 h2o_p + nh4_p + 6.0 ppco_p,0.0,no rxn
1571,NTRIR2x,Nitrite Reductase (NADH),5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,0.0,0.0
1737,PIabc,Phosphate transport via ABC system,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,0.0,3.008523321747404
1738,PICH,Phenylitaconyl-CoA hydratase,h2o_c + phitcoa_c <=> hmpscoa_c,0.0,0.0
1607,OPTCCL,5 carboxy 2 oxohept 3 enedioate decarboxylation,5cohe_c + h_c --> 2hh24dd_c + co2_c,0.0,0.0
1733,PHTHDLS,PHTHDLS,h_c + prephth_c --> co2_c + phthdl_c,0.0,0.0
1579,OAAtex,Oxaloacetate transport via diffusion extracellular to periplasm ,oaa_e <=> oaa_p,0.0,0.0
1730,PHEMEtiex,Protoheme transport irreversible out via diffusion (periplasm to extracellular),pheme_p --> pheme_e,0.0,no rxn
1594,OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,0.0,5.226705087617191
1599,OMLT,Mannosyl transferase LPS O antigen biosynthesis ,gdpmann_c + udcdpgalrmn_c --> gdp_c + h_c + udcdpgalrmnman_c,0.0,no rxn
1593,OHEDH,"2-oxo-hept-3-ene-1,7-dioate hydratase",2ohed_c + h2o_c --> 24dhhed_c,0.0,0.0
1592,OGLT,Galactosyltransferase LPS O antigen biosynthesis ,udcpp_c + udpgal_c --> udcdpgal_c + ump_c,0.0,no rxn
1601,OOR3r,2-oxoglutarate synthase (rev),akg_c + coa_c + fdxox_c --> co2_c + fdxrd_c + h_c + succoa_c,0.0,no rxn
1590,OCTAtex,Octanoate transport via diffusion (extracellular to periplasm),octa_e <=> octa_p,0.0,0.0
1589,OCOAT3r,3-oxoacid CoA-transferase (Succinyl-CoA: 4-hydroxybutanoate),ghb_c + succoa_c <=> 4hbutcoa_c + succ_c,0.0,no rxn
1602,OP4ENH,2-oxopent-4-enoate hydratase,h2o_c + op4en_c --> 4h2opntn_c,0.0,0.0
1588,OCOAT2r,3-oxoacid CoA-transferase (Succinyl-CoA: 3-methylbutanoate),3mb_c + succoa_c <=> ivcoa_c + succ_c,0.0,no rxn
1603,OP4ENH2,OP4ENH2,2hchd_c + h2o_c --> 4hoxoh_c,0.0,no rxn
1587,OCOAT1,OCOAT1,acac_c + succoa_c --> aacoa_c + succ_c,0.0,0.0
1585,OBDHc,OBDHc,2obut_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,0.0,0.0
1584,OARGDC,OARGDC,5g2oxpt_c + h_c --> co2_c + gdbtal_c,0.0,0.0
1734,PHTHDLS2,PHTHDLS2,h_c + prepphth_c --> co2_c + pphthdl_c,0.0,no rxn
1735,PHTHS,PHTHS,amet_c + nadph_c + phthdl_c --> ahcys_c + nadp_c + phthiocerol_c,0.0,0.0
1583,OAO5t3pp,O-antigen unit (O5) translocase,h_p + udcpo5_c --> h_c + udcpo5_p,0.0,no rxn
1582,OAO5t3ex,O-antigen unit (O5) translocase,udcpo5_p --> udcpo5_e,0.0,no rxn
1731,PHEt2rpp,L-phenylalanine reversible transport via proton symport (periplasm),h_p + phe__L_p <=> h_c + phe__L_c,0.0,no rxn
1580,OACT,O-antigen Acetyl-Transferase,accoa_c + udcpo4_c --> coa_c + udcpo5_c,0.0,no rxn
1581,OALT,Abequosyl transferase LPS O antigen biosynthesis ,cdpabeq_c + h_c + udcdpgalrmnman_c --> cdp_c + udcpo4_c,0.0,no rxn
1704,PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c,0.0,0.0
1726,PHAPC80,PHAPC80,R_3hocoa_c + mclPHAg_c --> C80mclPHA_c + coa_c,0.0,no rxn
1669,PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c,0.0,no rxn
1676,PERD,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,0.0,5.226705087617191
1711,PGPP181pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",h2o_p + pgp181_p --> pg181_p + pi_p,0.0,0.0
1675,PEPCK_re,PEPCK re,gtp_c + oaa_c --> co2_c + gdp_c + pep_c,0.0,94.78828598501845
1674,PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,0.0,0.0
1673,PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,0.0,0.0
1712,PGSA120,Phosphatidylglycerol synthase (n-C12:0),cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c,0.0,0.0
1713,PGSA140,Phosphatidylglycerol synthase (n-C14:0),cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c,0.0,0.0
1672,PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,0.0,0.0
1671,PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,0.0,0.0
1670,PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c,0.0,0.0
1668,PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c,0.0,0.0
1678,PFK_2,Phosphofructokinase,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,0.0,0.0
1667,PDXPP,Pyridoxine 5-phosphate phosphatase,h2o_c + pdx5p_c --> pi_c + pydxn_c,0.0,no rxn
1666,PDX5PS,Pyridoxine 5'-phosphate synthase,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,0.0,5.226705087617191
