name,genes,reaction_id,reaction
DHSKDH,WP_025432960_1,DHSKDH,3dhsk_c --> 34dhbz_c + h2o_c
D-Amino acid dehydrogenase,WP_025432946_1 or WP_025433631_1,DAAD,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c
Glutamate 5 semialdehyde dehydrogenase,WP_025432937_1,G5SD2,glu5p_c + h_c + nadh_c --> glu5sa_c + nad_c + pi_c
Glutamate-5-semialdehyde dehydrogenase,WP_025432937_1,G5SD,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c
H2O transport via diffusion (periplasm),WP_025432932_1 or spontaneous,H2Otpp,h2o_p <=> h2o_c
H2O transport via diffusion,WP_025432932_1 or WP_187300245_1 or spontaneous,H2Ot,h2o_e <=> h2o_c
Coproporphyrinogen oxidase (O2 required),WP_025432924_1,CPPPGO,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c
Arsenite efflux via ATP hydrolysis (periplasm),WP_025432904_1,ASO3t8pp,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",WP_025432875_1,UGMDDS,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,WP_025432874_1,UAMAGS,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
Glycogen debranching enzyme (bglycogen -> glycogen),WP_025432864_1,GLDBRAN2,bglycogen_c --> glycogen_c
Nicotinate-nucleotide diphosphorylase (carboxylating),WP_025432858_1,NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
Dephospho-CoA kinase,WP_025432846_1,DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c
Ornithine carbamoyltransferase,WP_025432841_1,OCBT,cbp_c + orn_c <=> citr__L_c + h_c + pi_c
Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),WP_025432838_1 or WP_037181097_1,CYTBD2pp,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c
CTP synthase  NH3 ,WP_025432832_1,CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c
CTP synthase (glutamine),WP_025432832_1,CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
Malate synthase,WP_025432825_1,MALS,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
Methionine synthase,WP_025432819_1,METS,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
Sn-Glycerol 3-phosphate transport via ABC system,WP_025432775_1 or ( WP_025432120_1 and WP_025432775_1 ) or ( WP_005242675_1 and WP_005242678_1 and WP_025432776_1 ) or ( WP_005243861_1 and WP_005243872_1 and WP_025431951_1 and WP_063624747_1 ),GLYC3Pabc,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c
Benzoate CoA ligase,WP_025432750_1,BCOALIG,atp_c + bz_c + coa_c + 4.0 h_c --> amp_c + benzcoa_c + ppi_c
4-hydroxybenzoate--coenzyme A ligase,WP_025432750_1,BCOALIG2,4hbz_c + atp_c + coa_c --> 4hbzcoa_c + amp_c + ppi_c
Proline dehydrogenase,WP_025432675_1 or WP_037180311_1 or WP_143767524_1,PROD2,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c
Benzylsuccinate CoA-transferase,WP_025432662_1,BZSCT,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c
Adenosine hydrolase,WP_025432641_1,ADNUC,adn_c + h2o_c --> ade_c + rib__D_c
Cytidine hydrolase,WP_025432641_1,CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c
Xanthosine hydrolase,WP_025432641_1,XTSNH,h2o_c + xtsn_c --> rib__D_c + xan_c
Uridine hydrolase,WP_025432641_1,URIH,h2o_c + uri_c --> rib__D_c + ura_c
Gnnuc,WP_025432641_1,GNNUC,gsn_c + h2o_c --> gua_c + rib__D_c
4-hydroxyphenylacetate transport via diffusion (extracellular to periplasm),WP_025432619_1,HPAtex,4hphac_e <=> 4hphac_p
3 hydroxyphenylacetic acid transport via diffusion extracellular to periplasm ,WP_025432619_1,3hoxpactex,3hoxpac_e <=> 3hoxpac_p
D-arabinose transport via diffusion (extracellular to periplasm),WP_025432619_1,DARBtex,arab__D_e <=> arab__D_p
Phenylacetic acid transport via outer membrane porin,WP_025432619_1,PACt1,pac_e <=> pac_p
Salicin transport transport via diffusion extracellular to periplasm ,WP_025432619_1,SALCNtex,salcn_e <=> salcn_p
Cellobiose transport transport via diffusion extracellular to periplasm ,WP_025432619_1,CLBtex,cellb_e <=> cellb_p
Raffinose transport transport via diffusion extracellular to periplasm ,WP_025432619_1,RAFFtex,raffin_e <=> raffin_p
Ferrochelatase,WP_025432543_1,FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
Phosphoenolpyruvate carboxylase,WP_025432533_1 or WP_085990793_1,PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
PPNCL3,WP_025432525_1,PPNCL3,4ppan_c + atp_c + cys__L_c --> 4ppcys_c + amp_c + h_c + ppi_c
Phosphopantothenoylcysteine decarboxylase,WP_025432525_1,PPCDC,4ppcys_c + h_c --> co2_c + pan4p_c
Phosphopantothenate-cysteine ligase,WP_025432525_1,PPNCL2,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c
PPNCL,WP_025432525_1,PPNCL,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c
Deoxyguanylate kinase (dGMP:ATP),WP_025432524_1,DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c
Guanylate kinase (GMP:ATP),WP_025432524_1,GK1,atp_c + gmp_c <=> adp_c + gdp_c
Aspartate carbamoyltransferase,WP_025432522_1,ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
Chorismate synthase,WP_025432519_1,CHORS,3psme_c --> chor_c + pi_c
Formyl-CoA Transferase,WP_025432439_1 or WP_025433452_1,FORCT,forcoa_c + oxa_c <=> for_c + oxalcoa_c
Adenine phosphoribosyltransferase,WP_025432422_1,ADPT,ade_c + prpp_c --> amp_c + ppi_c
CDPPT160,WP_025432418_1,CDPPT160,cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c
1-deoxy-D-xylulose 5-phosphate synthase,WP_025432409_1,DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c
Acetoin dehydrogenase,WP_025432402_1 or ( WP_005243580_1 and WP_005245694_1 and WP_025431990_1 ),ACTD2,actn__R_c + coa_c + nad_c --> acald_c + accoa_c + h_c + nadh_c
D-fructose transport via PEP:Pyr PTS (periplasm),WP_025432391_1 or ( WP_025432391_1 and WP_025432990_1 ),FRUptspp,fru_p + pep_c --> f1p_c + pyr_c
D-fructose transport via PEP:Pyr PTS,WP_025432391_1 or ( WP_005252858_1 and WP_025432391_1 ) or ( WP_025432391_1 and WP_025432990_1 ),FRUpts,fru_e + pep_c --> f1p_c + pyr_c
L-histidine transport via ABC system (periplasm),WP_025432387_1 or WP_179443303_1 or ( WP_005247430_1 and WP_179443303_1 ) or ( WP_005255435_1 and WP_164709508_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),HISabcpp,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
L-aspartate transport via ABC system (periplasm),WP_025432387_1 or WP_025433433_1 or ( WP_005251655_1 and WP_025432387_1 ),ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
L-glutamate transport via ABC system (periplasm),WP_025432387_1 or WP_025433433_1 or ( WP_005251655_1 and WP_025432387_1 ),GLUabcpp,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
L-glutamate transport via ABC system,WP_025432387_1 or ( WP_005255435_1 and WP_025432117_1 ),GLUabc,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c
L-proline transport via ABC system (periplasm),WP_025432387_1 or ( WP_005247765_1 and WP_005247768_1 ) or ( WP_005247765_1 and WP_005247766_1 and WP_005247768_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),PROabcpp,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c
GLYabcpp,WP_025432387_1 or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),GLYabcpp,atp_c + gly_p + h2o_c --> adp_c + gly_c + h_c + pi_c
L-leucine transport via ABC system (periplasm),WP_025432387_1 or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005251836_1 and WP_025431853_1 ) or ( WP_005244312_1 and WP_005244316_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ) or ( WP_005244314_1 and WP_005244316_1 and WP_005244318_1 and WP_025431853_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),LEUabcpp,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
L-isoleucine transport via ABC system (periplasm),WP_025432387_1 or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005251836_1 and WP_025431853_1 ) or ( WP_005244312_1 and WP_005244316_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ) or ( WP_005244314_1 and WP_005244316_1 and WP_005244318_1 and WP_025431853_1 ),ILEabcpp,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c
L-valine transport via ABC system (periplasm),WP_025432387_1 or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005251836_1 and WP_025431853_1 ) or ( WP_005244312_1 and WP_005244316_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ) or ( WP_005244314_1 and WP_005244316_1 and WP_005244318_1 and WP_025431853_1 ),VALabcpp,atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c
L-aspartate transport via ABC system,WP_025432387_1,ASPabc,asp__L_e + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
FMN adenylyltransferase,WP_025432373_1,FMNAT,atp_c + fmn_c + h_c --> fad_c + ppi_c
"Glycolate transport via proton symport, reversible (periplasm)",WP_025432372_1,GLYCLTt2rpp,glyclt_p + h_p <=> glyclt_c + h_c
Enterochelin synthase,WP_025432372_1,ENTCS_1,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c
L-lactate reversible transport via proton symport (periplasm),WP_025432372_1,L_LACt2rpp,h_p + lac__L_p <=> h_c + lac__L_c
D-lactate transport via proton symport (periplasm),WP_025432372_1,D_LACt2pp,h_p + lac__D_p <=> h_c + lac__D_c
CDP-diacylglycerol synthetase (n-C18:1),WP_025432370_1,DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
CDP-diacylglycerol synthetase (n-C18:0),WP_025432370_1,DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
CDP-diacylglycerol synthetase (n-C14:0),WP_025432370_1,DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
CDP-diacylglycerol synthetase (n-C12:0),WP_025432370_1,DASYN120,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c
CDP-diacylglycerol synthetase (n-C16:1),WP_025432370_1,DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
1-deoxy-D-xylulose reductoisomerase,WP_025432356_1,DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
CDP-diacylglycerol synthetase (n-C16:0),WP_025432353_1 or WP_025432370_1,DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
DASYN160190,WP_025432353_1,DASYN160190,ctp_c + h_c + pa160190_c --> cdpc16c19g_c + ppi_c
DASYN190190,WP_025432353_1,DASYN190190,ctp_c + h_c + pa190190_c --> cdpc19c19g_c + ppi_c
1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),WP_025432325_1,AGPAT140,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c
1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),WP_025432325_1,AGPAT120,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c
1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),WP_025432325_1,AGPAT141,1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c
Molybdopterin synthase,WP_025432319_1,MPTS,cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c
Cyanate transport via proton symport,WP_025432304_1,CYNTt2,cynt_e + h_e --> cynt_c + h_c
NADPH Quinone Reductase (2-Demethylmenaquinone-8),WP_025432300_1,NADPHQR4,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
Diacylglycerol kinase (n-C18:1),WP_025432298_1,DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c
Diacylglycerol kinase (n-C18:0),WP_025432298_1,DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c
Diacylglycerol kinase (n-C16:1),WP_025432298_1,DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c
Diacylglycerol kinase (n-C14:1),WP_025432298_1,DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c
Diacylglycerol kinase (n-C14:0),WP_025432298_1,DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c
Diacylglycerol kinase (n-C12:0),WP_025432298_1,DAGK120,12dgr120_c + atp_c --> adp_c + h_c + pa120_c
3-phosphoshikimate 1-carboxyvinyltransferase,WP_025432295_1,PSCVT,pep_c + skm5p_c <=> 3psme_c + pi_c
DTMP kinase,WP_025432290_1,DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c
DTDP-4-dehydrorhamnose reductase,WP_025432282_1,TDPDRR,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
Deoxyadenosine deaminase,WP_025432207_1,DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c
COBALTt5,WP_025432195_1,COBALTt5,cobalt2_c <=> cobalt2_e
UDP-N-acetylglucosamine diphosphorylase,WP_025432130_1,UAGDP,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
Glucosamine-1-phosphate N-acetyltransferase,WP_025432130_1,G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c
Inositol transport in via ABC transport,WP_025432120_1 and WP_025432775_1,INSTabc,atp_c + h2o_c + inost_e --> adp_c + h_c + inost_c + pi_c
"Glycine betaine transport via proton symport, reversible",WP_025432111_1,GLYBt2r,glyb_e + h_e <=> glyb_c + h_c
Phosphoribosylglycinamide formyltransferase,WP_025432095_1,GARFT,10fthf_c + gar_c <=> fgam_c + h_c + thf_c
Raffinose galactohydrolase,WP_025432068_1,RAFGH,h2o_c + raffin_c --> gal_c + sucr_c
A-galactosidase (melibiose),WP_025432068_1,GALS3,h2o_c + melib_c --> gal_c + glc__D_c
Galactose 1 phosphate uridylyltransferase,WP_025432065_1,GALT,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c
(L-seryl)adenylate synthase,WP_025432047_1 or WP_143767478_1,SERASr,atp_c + h_c + ser__L_c <=> ppi_c + seramp_c
LacR,WP_025432032_1,LacR,lac__L_c <=> lac__D_c
"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",WP_025432019_1,FBA3,s17bp_c <=> dhap_c + e4p_c
D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,WP_025432019_1,FBA2,f1p_c <=> dhap_c + glyald_c
Tagatose-bisphosphate aldolase,WP_025432019_1,TGBPA,tagdp__D_c <=> dhap_c + g3p_c
VNDH 2,WP_025432003_1 or WP_037180246_1,VNDH_2,4hbald_c + h2o_c + nad_c --> 4hbz_c + 2.0 h_c + nadh_c
Citrate transport in via Ca complex,WP_025431984_1,CITt14,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c
L-Lactate dehydrogenase (ubiquinone),WP_025431976_1 or WP_037179656_1 or ( WP_005249294_1 and WP_005249295_1 and WP_025433596_1 ),L_LACD2,lac__L_c + q8_c --> pyr_c + q8h2_c
L-Lactate dehydrogenase (menaquinone),WP_025431976_1 or WP_037179656_1 or ( WP_005249294_1 and WP_005249295_1 and WP_025433596_1 ),L_LACD3,lac__L_c + mqn8_c --> mql8_c + pyr_c
Methylglyoxal synthase,WP_025431942_1 or spontaneous,MGSA,dhap_c --> mthgxl_c + pi_c
Calcium transport via ABC system (periplasm),WP_025431926_1,CA2abcpp,atp_c + ca2_p + h2o_c --> adp_c + ca2_c + h_c + pi_c
"Nickel transport via ABC system (uptake, periplasm)",WP_025431920_1 or ( WP_005243362_1 and WP_005244652_1 and WP_025433178_1 ) or ( WP_005243362_1 and WP_005244652_1 and WP_037179996_1 ) or ( WP_025433188_1 and WP_025433189_1 and WP_037183109_1 ) or ( WP_005237765_1 and WP_005243360_1 and WP_005243362_1 and WP_037179996_1 ),NI2uabcpp,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
Cobalt II transport via ABC system periplasm I,WP_025431920_1,Cobalt2abcppI,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c
Stearoyl CoA desaturase  n C180CoA   n C181CoA ,WP_025431878_1,DESAT18,h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c
MSHS,WP_025431876_1,MSHS,accoa_c + cigam_c --> coa_c + msh_c
Glycosyl transferase,WP_025431866_1,ENTERGLCT2,entermg_c + udpg_c --> h_c + salchs4_c + udp_c
Glycosyl transferase,WP_025431866_1,ENTERGLCT1,enter_c + udpg_c --> entermg_c + h_c + udp_c
Glutathione peridoxase,WP_025431863_1,GTHPi,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
Tartrate decarboxylase,WP_025431856_1,TARTDC,h_c + tartr__L_c --> co2_c + glyc__R_c
Malate decarboxylating oxidoreductase (decarboxylating),WP_025431856_1,MALDDH,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
Phosphoribosylglycinamide synthase,WP_025431855_1,PRAGSr,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c
Imidazolonepropionase,WP_025431817_1,IZPN,4izp_c + h2o_c --> forglu_c + h_c
Formimidoylglutamase,WP_025431816_1,FGLU,forglu_c + h2o_c + h_c --> frmd_c + glu__L_c
Alcohol dehydrogenase  glycerol  NADP ,WP_025431806_1 or WP_025431940_1,ALCD19y,glyald_c + h_c + nadph_c --> glyc_c + nadp_c
Choline transport via proton symport,WP_025431781_1,CHLt2,chol_e + h_e <=> chol_c + h_c
Acetaldehyde dehydrogenase (acetylating),WP_025431774_1 or WP_025433818_1,ACALD,acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c
L-aspartase,WP_025431758_1 or WP_025431778_1 or WP_025432018_1,ASPT,asp__L_c --> fum_c + nh4_c
Pantothenate synthase,WP_025431748_1,PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c
HPPK,WP_025431747_1,HPPK,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c
GTP cyclohydrolase I,WP_025431746_1 or WP_187300243_1,GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c
Cuprous Oxidase (Cu+1),WP_025431722_1,CU1Opp,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p
Ferroxidase,WP_025431722_1,FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
5  methylthioadenosine phosphorylase,WP_025431705_1,MTAP,5mta_c + pi_c --> 5mdr1p_c + ade_c
O-Acetyl-L-serine export via facilitated transport,WP_025431693_1,ACSERtpp,acser_c --> acser_p
L-cysteine export via facilitated transport,WP_025431693_1,CYStpp,cys__L_c --> cys__L_p
Cytosine deaminase,WP_025431681_1 or WP_025431960_1,CSND,csn_c + h2o_c + h_c --> nh4_c + ura_c
5-Methylcytosine aminohydrolase,WP_025431681_1,MCSNAH,5mcsn_c + h2o_c + h_c <=> nh4_c + thym_c
5'-nucleotidase (CMP),WP_025431673_1,NTD4pp,cmp_p + h2o_p --> cytd_p + pi_p
5'-nucleotidase (dCMP),WP_025431673_1,NTD3pp,dcmp_p + h2o_p --> dcyt_p + pi_p
5'-nucleotidase (dAMP),WP_025431673_1,NTD6pp,damp_p + h2o_p --> dad_2_p + pi_p
5'-nucleotidase (AMP),WP_025431673_1,NTD7pp,amp_p + h2o_p --> adn_p + pi_p
5'-nucleotidase (XMP),WP_025431673_1,NTD10pp,h2o_p + xmp_p --> pi_p + xtsn_p
5'-nucleotidase (UMP),WP_025431673_1,NTD2pp,h2o_p + ump_p --> pi_p + uri_p
5'-nucleotidase (dTMP),WP_025431673_1,NTD5pp,dtmp_p + h2o_p --> pi_p + thymd_p
5'-nucleotidase (dGMP),WP_025431673_1,NTD8pp,dgmp_p + h2o_p --> dgsn_p + pi_p
5'-nucleotidase (IMP),WP_025431673_1,NTD11pp,h2o_p + imp_p --> ins_p + pi_p
5'-nucleotidase (GMP),WP_025431673_1,NTD9pp,gmp_p + h2o_p --> gsn_p + pi_p
Nucleoside-triphosphatase (CTP),WP_025431671_1 or WP_080578159_1,NTP5,ctp_c + h2o_c --> cdp_c + h_c + pi_c
Nucleoside-triphosphatase (GTP),WP_025431671_1 or WP_080578159_1,NTP3,gtp_c + h2o_c --> gdp_c + h_c + pi_c
Nucleoside-triphosphatase (ITP),WP_025431671_1 or WP_080578159_1,NTP10,h2o_c + itp_c --> h_c + idp_c + pi_c
"UDP-N-acetylglucosamine 3-dehydrogenase, NAD-dependent",WP_025431668_1,UACGAMDH,nad_c + uacgam_c <=> h_c + nadh_c + uacgamo_c
"UDP-2-N-acetylglucose-2,3-diamine acyltransferase",WP_025431667_1,UAGAATN,3hmrsACP_c + uacgnn_c <=> ACP_c + h_c + u3agn_c
"DTDP-4-dehydrorhamnose 3,5-epimerase",WP_025431664_1 or WP_080578155_1,TDPDRE,dtdp4d6dg_c --> dtdp4d6dm_c
Citrate reversible transport via symport,WP_025431623_1,CITt2r,cit_e + h_e --> cit_c + h_c
Citrate transport via acetate antiport,WP_025431623_1,CITACt,ac_c + cit_e --> ac_e + cit_c
"D-galacturonate transport via proton symport, reversible (periplasm)",WP_025431577_1,GALURt2rpp,galur_p + h_p <=> galur_c + h_c
"D-glucuronate transport via proton symport, reversible (periplasm)",WP_025431577_1,GLCURt2rpp,glcur_p + h_p <=> glcur_c + h_c
DPHAPC60,WP_025431576_1,DPHAPC60,C60mclPHA_c + coa_c --> R_3hhcoa_c + mclPHAg_c
DPHAPC141,WP_025431576_1,DPHAPC141,C141mclPHA_c + coa_c --> R_3hcmrs7ecoa_c + mclPHAg_c
DPHAPC140,WP_025431576_1,DPHAPC140,C140mclPHA_c + coa_c --> R_3hmrscoa_c + mclPHAg_c
DPHAPC121,WP_025431576_1,DPHAPC121,C121mclPHA_c + coa_c --> R_3hcddec5ecoa_c + mclPHAg_c
DPHAPC120,WP_025431576_1,DPHAPC120,C120mclPHA_c + coa_c --> R_3hddcoa_c + mclPHAg_c
DPHAPC80,WP_025431576_1,DPHAPC80,C80mclPHA_c + coa_c --> R_3hocoa_c + mclPHAg_c
DPHAPC100,WP_025431576_1,DPHAPC100,C100mclPHA_c + coa_c --> R_3hdcoa_c + mclPHAg_c
Acylphosphatase (C14:0),WP_011598391_1,APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c
Acylphosphatase (C12:0),WP_011598391_1,APH120,ddcap_c + h2o_c --> ddca_c + 2.0 h_c + pi_c
Acylphosphatase (C16:1),WP_011598391_1,APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c
Acylphosphatase (C16:0),WP_011598391_1,APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c
Acylphosphatase (C14:1),WP_011598391_1,APH141,h2o_c + ttdceap_c --> 2.0 h_c + pi_c + ttdcea_c
Acylphosphatase (C18:0),WP_011598391_1,APH180,h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c
Acylphosphatase (C18:1),WP_011598391_1,APH181,h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c
B phosphoglucomutase,WP_011597565_1,PGMT_B,g6p_B_c <=> g1p_B_c
Phosphoribosyl-ATP pyrophosphatase,WP_009473527_1,PRATPP,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
Glutamate-1-semialdehyde aminotransferase,WP_007300757_1 or WP_025432132_1,G1SAT,glu1sa_c <=> 5aop_c
Cytidylate kinase (CMP),WP_005562874_1,CYTK1,atp_c + cmp_c <=> adp_c + cdp_c
Cytidylate kinase (dCMP),WP_005562874_1,CYTK2,atp_c + dcmp_c <=> adp_c + dcdp_c
Uroporphyrinogen decarboxylase (uroporphyrinogen III),WP_005263993_1,UPPDC1,4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c
3-dehydroquinate synthase,WP_005262316_1,DHQS,2dda7p_c --> 3dhq_c + pi_c
Aspartate 1-decarboxylase,WP_005262154_1,ASP1DC,asp__L_c + h_c --> ala_B_c + co2_c
Dihydroneopterin aldolase reversible,WP_005262144_1,DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c
D-carnitine outward transport (H+ antiport),WP_005261289_1,CRNDt2rpp,crn__D_p + h_p <=> crn__D_c + h_c
Glycine betaine transport via proton symport (periplasm),WP_005261289_1,GLYBt2pp,glyb_p + h_p --> glyb_c + h_c
L-carnitine outward transport (H+ antiport),WP_005261289_1,CRNt2rpp,crn_p + h_p <=> crn_c + h_c
Cronobetaine outward transport (H+ antiport),WP_005261289_1,CTBTt2rpp,ctbt_p + h_p <=> ctbt_c + h_c
NARK,WP_005259694_1,NARK,no2_c --> no2_e
L-idonate 5-dehydrogenase,WP_005258023_1,IDOND,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c
L-indonate 5-dehydrogenase (NADP),WP_005258023_1,IDOND2,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
Dihydroorotic acid (menaquinone-8),WP_005256369_1,DHORD5,dhor__S_c + mqn8_c --> mql8_c + orot_c
DHORD3,WP_005256369_1,DHORD3,dhor__S_c + mqn6_c <=> mql6_c + orot_c
Dihydoorotic acid dehydrogenase (quinone8),WP_005256369_1,DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c
Murein lytic transglycosylase (murein4px4p4p) (periplasm),WP_005252992_1,MLTGY4pp,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
Murein lytic transglycosylase (murein3p3p) (periplasm),WP_005252992_1,MLTGY3pp,murein3p3p_p --> 2.0 anhgm3p_p
Murein lytic transglycosylase (murein4p3p) (periplasm),WP_005252992_1,MLTGY2pp,murein4p3p_p --> anhgm3p_p + anhgm4p_p
Murein lytic transglycosylase (murein4p4p) (periplasm),WP_005252992_1,MLTGY1pp,murein4p4p_p --> 2.0 anhgm4p_p
