#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NZ_NWMZ01000001.1,230160,233675,+,57596211,,COO55_RS01160,WP_005568883.1,1171,protein kinase
Un,NZ_NWMZ01000001.1,233839,235077,-,57596212,,COO55_RS01165,WP_005568882.1,412,MULTISPECIES: dienelactone hydrolase family protein
Un,NZ_NWMZ01000001.1,235122,236843,-,57596213,,COO55_RS01170,WP_120659124.1,573,flavin reductase
Un,NZ_NWMZ01000001.1,236878,238098,-,57596214,,COO55_RS01175,WP_005568880.1,406,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,238123,238917,-,57596215,,COO55_RS01180,WP_005568879.1,264,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,239177,240793,-,57596216,,COO55_RS01185,WP_005568878.1,538,MULTISPECIES: AMP-binding protein
Un,NZ_NWMZ01000001.1,240930,241784,+,57596217,,COO55_RS01190,WP_005262535.1,284,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,241995,243650,-,57596218,,COO55_RS01195,WP_120659125.1,551,indolepyruvate oxidoreductase subunit beta family protein
Un,NZ_NWMZ01000001.1,243647,245809,-,57596219,,COO55_RS01200,WP_120659126.1,720,indolepyruvate ferredoxin oxidoreductase subunit alpha
Un,NZ_NWMZ01000001.1,245821,246594,-,57596220,,COO55_RS01205,WP_120659127.1,257,MULTISPECIES: cyclase family protein
Un,NZ_NWMZ01000001.1,246603,248189,-,57596221,,COO55_RS01210,WP_054246345.1,528,NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,248459,249379,-,57596222,,COO55_RS01215,WP_005568870.1,306,MULTISPECIES: LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,249731,251125,+,57596224,,COO55_RS01225,WP_005568869.1,464,MULTISPECIES: SLC13 family permease
Un,NZ_NWMZ01000001.1,251334,252452,+,57596225,,COO55_RS01230,WP_081276498.1,372,"MULTISPECIES: PrpF, AcnD-accessory"
Un,NZ_NWMZ01000001.1,252496,253341,+,57596226,,COO55_RS01235,WP_005568867.1,281,MULTISPECIES: CoA ester lyase
Un,NZ_NWMZ01000001.1,253348,254268,-,57596227,,COO55_RS01240,WP_005262520.1,306,MULTISPECIES: LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,254494,255765,+,57596228,,COO55_RS01245,WP_120659128.1,423,MULTISPECIES: CoA transferase
Un,NZ_NWMZ01000001.1,255765,256556,+,57596229,,COO55_RS01250,WP_120659129.1,263,CoA ester lyase
Un,NZ_NWMZ01000001.1,256688,257914,+,57596230,,COO55_RS01255,WP_120659130.1,408,NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,258041,259330,-,57596231,,COO55_RS01260,WP_120659131.1,429,MULTISPECIES: glutamate dehydrogenase
Un,NZ_NWMZ01000001.1,259517,260440,+,57596232,,COO55_RS01265,WP_005262508.1,307,MULTISPECIES: LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,260841,261197,+,57596233,,COO55_RS01270,WP_005262506.1,118,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,261497,262900,-,57596234,,COO55_RS01275,WP_043790835.1,467,FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,262917,263804,-,57596235,,COO55_RS01280,WP_043790833.1,295,diiron oxygenase
Un,NZ_NWMZ01000001.1,264503,265246,-,57596236,lexA,COO55_RS01285,WP_005568857.1,247,transcriptional repressor LexA
Un,NZ_NWMZ01000001.1,265354,266724,-,57596237,,COO55_RS01290,WP_005568856.1,456,MULTISPECIES: MFS transporter
Un,NZ_NWMZ01000001.1,268508,269014,-,57596240,,COO55_RS01305,WP_120659132.1,168,MULTISPECIES: polyketide cyclase
Un,NZ_NWMZ01000001.1,269110,269256,-,58575314,,COO55_RS41440,WP_155756031.1,48,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,269527,270141,+,57596241,,COO55_RS01310,WP_005568853.1,204,MULTISPECIES: maleylpyruvate isomerase family mycothiol-dependent enzyme
Un,NZ_NWMZ01000001.1,270607,271338,-,57596242,,COO55_RS01315,WP_120659133.1,243,MULTISPECIES: alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,271994,273073,-,57596244,,COO55_RS01325,WP_120659134.1,359,Lsr2 family protein
Un,NZ_NWMZ01000001.1,274222,274767,+,57596245,,COO55_RS01330,WP_005564900.1,181,MULTISPECIES: dihydrofolate reductase family protein
Un,NZ_NWMZ01000001.1,278215,278553,+,57596249,,COO55_RS01350,WP_081276543.1,112,MULTISPECIES: WhiB family transcriptional regulator
Un,NZ_NWMZ01000001.1,278567,278860,+,57596250,,COO55_RS01355,WP_054248377.1,97,MULTISPECIES: DUF4193 domain-containing protein
Un,NZ_NWMZ01000001.1,279488,279781,+,57596252,,COO55_RS01365,WP_120661242.1,97,MULTISPECIES: transposase
Un,NZ_NWMZ01000001.1,279782,281404,+,57596253,,COO55_RS01370,WP_120659136.1,540,site-2 protease family protein
Un,NZ_NWMZ01000001.1,281720,284335,+,57596254,,COO55_RS01375,WP_120659137.1,871,cation-transporting P-type ATPase
Un,NZ_NWMZ01000001.1,284428,285927,-,57596255,,COO55_RS01380,WP_120659138.1,499,MULTISPECIES: GNAT family N-acetyltransferase
Un,NZ_NWMZ01000001.1,286032,286211,-,57596256,,COO55_RS01385,WP_120659139.1,59,cold-shock protein
Un,NZ_NWMZ01000001.1,286294,286731,-,57596257,,COO55_RS01390,WP_054248887.1,145,MULTISPECIES: SPW repeat protein
Un,NZ_NWMZ01000001.1,286790,287224,-,57596258,,COO55_RS01395,WP_005564923.1,144,MULTISPECIES: CBS domain-containing protein
Un,NZ_NWMZ01000001.1,287287,287451,-,58575315,,COO55_RS41445,WP_043788861.1,54,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,287536,287994,-,57596259,,COO55_RS01400,WP_043788862.1,152,MULTISPECIES: Hsp20/alpha crystallin family protein
Un,NZ_NWMZ01000001.1,288192,288464,+,57596260,,COO55_RS01405,WP_005265613.1,90,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,288819,289697,-,57596261,,COO55_RS01410,WP_005564926.1,292,MULTISPECIES: band 7 domain-containing protein
Un,NZ_NWMZ01000001.1,290140,291486,+,57596262,,COO55_RS01415,WP_120659140.1,448,dienelactone hydrolase family protein
Un,NZ_NWMZ01000001.1,294711,294935,+,57596265,,COO55_RS01430,WP_120659141.1,74,MULTISPECIES: DUF3263 domain-containing protein
Un,NZ_NWMZ01000001.1,295897,296208,-,57596267,,COO55_RS01440,WP_039951491.1,103,MULTISPECIES: DUF4193 domain-containing protein
Un,NZ_NWMZ01000001.1,296928,298979,+,57596268,,COO55_RS01445,WP_120659142.1,683,MULTISPECIES: NAD(+) synthase
Un,NZ_NWMZ01000001.1,299082,299249,-,57596269,,COO55_RS01450,WP_120661243.1,55,GntR family transcriptional regulator
Un,NZ_NWMZ01000001.1,299197,299433,+,57596270,,COO55_RS01455,WP_120659143.1,78,hypothetical protein
Un,NZ_NWMZ01000001.1,300050,300991,-,57596271,,COO55_RS01460,WP_005571573.1,313,MULTISPECIES: thioesterase family protein
Un,NZ_NWMZ01000001.1,301143,303290,+,57596272,,COO55_RS01465,WP_005571574.1,715,MULTISPECIES: acetate--CoA ligase family protein
Un,NZ_NWMZ01000001.1,303466,304257,+,57596273,,COO55_RS01470,WP_005242619.1,263,MULTISPECIES: helix-turn-helix domain-containing protein
Un,NZ_NWMZ01000001.1,304325,305206,-,57596274,,COO55_RS01475,WP_005574798.1,293,MULTISPECIES: amidohydrolase family protein
Un,NZ_NWMZ01000001.1,305237,306037,-,57596275,,COO55_RS01480,WP_005574796.1,266,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,306034,306522,-,57596276,,COO55_RS01485,WP_005574794.1,162,MULTISPECIES: carboxymuconolactone decarboxylase family protein
Un,NZ_NWMZ01000001.1,306616,307989,-,57596277,,COO55_RS01490,WP_120659144.1,457,cation:dicarboxylase symporter family transporter
Un,NZ_NWMZ01000001.1,308315,309208,+,57596278,,COO55_RS01495,WP_052024105.1,297,MULTISPECIES: alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,309286,310263,+,57596279,,COO55_RS01500,WP_054247661.1,325,MULTISPECIES: tripartite tricarboxylate transporter substrate binding protein
Un,NZ_NWMZ01000001.1,310260,310883,+,57596280,,COO55_RS01505,WP_005562639.1,207,MULTISPECIES: tripartite tricarboxylate transporter TctB family protein
Un,NZ_NWMZ01000001.1,310883,312391,+,57596281,,COO55_RS01510,WP_120659145.1,502,MULTISPECIES: tripartite tricarboxylate transporter permease
Un,NZ_NWMZ01000001.1,315365,315817,+,57596284,,COO55_RS01525,WP_005560720.1,150,MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit
Un,NZ_NWMZ01000001.1,316616,317677,-,57596285,,COO55_RS01530,WP_120659146.1,353,IS110 family transposase
Un,NZ_NWMZ01000001.1,318101,319366,-,57596286,,COO55_RS01535,WP_120659147.1,421,IS110 family transposase
Un,NZ_NWMZ01000001.1,319611,320900,-,57596287,,COO55_RS01540,WP_120659148.1,429,ISL3 family transposase
Un,NZ_NWMZ01000001.1,321322,322299,+,57596288,,COO55_RS01545,WP_120659149.1,325,hypothetical protein
Un,NZ_NWMZ01000001.1,322534,323058,+,57596289,,COO55_RS01550,WP_183102182.1,174,YceI family protein
Un,NZ_NWMZ01000001.1,323265,323651,-,57596290,,COO55_RS01555,WP_120659151.1,128,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,323793,324152,-,57596291,,COO55_RS01560,WP_120659152.1,119,hypothetical protein
Un,NZ_NWMZ01000001.1,325073,325576,-,58575316,,COO55_RS41450,WP_183102183.1,167,hypothetical protein
Un,NZ_NWMZ01000001.1,325849,326859,+,57596293,,COO55_RS01570,WP_120659153.1,336,hypothetical protein
Un,NZ_NWMZ01000001.1,326878,327390,-,57596294,,COO55_RS01575,WP_120659154.1,170,hypothetical protein
Un,NZ_NWMZ01000001.1,327663,328376,-,57596295,,COO55_RS01580,WP_080606243.1,237,MULTISPECIES: helix-turn-helix domain-containing protein
Un,NZ_NWMZ01000001.1,328674,329831,-,57596296,,COO55_RS01585,WP_120659155.1,385,MULTISPECIES: serine hydrolase
Un,NZ_NWMZ01000001.1,330167,330754,+,57596297,,COO55_RS01590,WP_082359904.1,195,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,330892,331878,-,57596298,,COO55_RS01595,WP_120659156.1,328,nitronate monooxygenase
Un,NZ_NWMZ01000001.1,331919,333520,-,57596299,,COO55_RS01600,WP_120659157.1,533,AMP-binding protein
Un,NZ_NWMZ01000001.1,334702,336180,-,57596301,,COO55_RS01610,WP_120659158.1,492,FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,339134,341488,-,57596303,,COO55_RS01620,WP_120659159.1,784,ATP-binding cassette domain-containing protein
Un,NZ_NWMZ01000001.1,341814,342590,+,57596304,,COO55_RS01625,WP_183102184.1,258,pentapeptide repeat-containing protein
Un,NZ_NWMZ01000001.1,342792,343280,-,57596305,,COO55_RS01630,WP_043782979.1,162,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,343943,344224,+,57596306,,COO55_RS01635,WP_054248704.1,93,MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin
Un,NZ_NWMZ01000001.1,344283,344576,+,57596307,,COO55_RS01640,WP_007297375.1,97,MULTISPECIES: HigA family addiction module antidote protein
Un,NZ_NWMZ01000001.1,344798,345400,+,57596308,,COO55_RS01645,WP_009480668.1,200,MULTISPECIES: recombinase family protein
Un,NZ_NWMZ01000001.1,345511,346248,+,57596309,,COO55_RS01650,WP_120659161.1,245,hypothetical protein
Un,NZ_NWMZ01000001.1,2889927,2890337,-,57598628,,COO55_RS13265,WP_005262932.1,136,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,2890688,2891152,-,57598629,,COO55_RS13270,WP_169692891.1,154,MULTISPECIES: PAS domain-containing protein
Un,NZ_NWMZ01000001.1,2891691,2892587,-,57598630,,COO55_RS13275,WP_120659727.1,298,SDR family NAD(P)-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,2892702,2894171,+,57598631,,COO55_RS13280,WP_120659728.1,489,aldehyde dehydrogenase
Un,NZ_NWMZ01000001.1,2894213,2894965,+,57598632,,COO55_RS13285,WP_007300909.1,250,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,2894962,2895837,+,57598633,,COO55_RS13290,WP_005563754.1,291,MULTISPECIES: NAD(P)-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,2895834,2896226,+,57598634,,COO55_RS13295,WP_005244588.1,130,MULTISPECIES: carboxymuconolactone decarboxylase family protein
Un,NZ_NWMZ01000001.1,2896223,2896885,+,57598635,,COO55_RS13300,WP_005244589.1,220,MULTISPECIES: class I SAM-dependent methyltransferase
Un,NZ_NWMZ01000001.1,2896861,2897949,-,57598636,,COO55_RS13305,WP_005563753.1,362,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,2897946,2898686,-,57598637,,COO55_RS13310,WP_005262942.1,246,MULTISPECIES: class I SAM-dependent methyltransferase
Un,NZ_NWMZ01000001.1,2898680,2899927,-,57598638,,COO55_RS13315,WP_005262944.1,415,MULTISPECIES: glycosyltransferase family 4 protein
Un,NZ_NWMZ01000001.1,2900017,2900880,-,57598639,,COO55_RS13320,WP_120659729.1,287,LLM class F420-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,2901082,2901996,-,57598640,,COO55_RS13325,WP_120659730.1,304,SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,2901993,2902781,-,57598641,,COO55_RS13330,WP_043788329.1,262,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,2902843,2903619,+,57598642,,COO55_RS13335,WP_120659731.1,258,MULTISPECIES: enoyl-CoA hydratase family protein
Un,NZ_NWMZ01000001.1,2903625,2904515,+,57598643,,COO55_RS13340,WP_120659732.1,296,CoA transferase subunit A
Un,NZ_NWMZ01000001.1,2904512,2905273,+,57598644,,COO55_RS13345,WP_120659733.1,253,CoA-transferase
Un,NZ_NWMZ01000001.1,2905270,2906331,+,57598645,,COO55_RS13350,WP_120659734.1,353,nitronate monooxygenase
Un,NZ_NWMZ01000001.1,2906467,2906748,-,57598646,,COO55_RS13355,WP_005258716.1,93,MULTISPECIES: DUF2277 domain-containing protein
Un,NZ_NWMZ01000001.1,2906864,2908090,-,57598647,,COO55_RS13360,WP_120659735.1,408,MULTISPECIES: DUF2029 domain-containing protein
Un,NZ_NWMZ01000001.1,2908228,2908821,+,57598648,,COO55_RS13365,WP_043790879.1,197,MULTISPECIES: PadR family transcriptional regulator
Un,NZ_NWMZ01000001.1,2908847,2909611,-,57598649,hutC,COO55_RS13370,WP_005258713.1,254,MULTISPECIES: histidine utilization repressor
Un,NZ_NWMZ01000001.1,2909715,2914424,-,57598650,,COO55_RS13375,WP_120659736.1,1569,NAD-glutamate dehydrogenase
Un,NZ_NWMZ01000001.1,346557,348104,+,57596310,,COO55_RS01655,WP_054248794.1,515,MULTISPECIES: sulfatase-like hydrolase/transferase
Un,NZ_NWMZ01000001.1,348382,349197,-,57596311,,COO55_RS01660,WP_061700505.1,271,MULTISPECIES: ExeA family protein
Un,NZ_NWMZ01000001.1,349194,350699,-,57596312,,COO55_RS01665,WP_120659162.1,501,MULTISPECIES: DDE-type integrase/transposase/recombinase
Un,NZ_NWMZ01000001.1,350754,351410,-,57596313,,COO55_RS01670,WP_120659163.1,218,MULTISPECIES: helix-turn-helix domain-containing protein
Un,NZ_NWMZ01000001.1,351442,351612,+,58575317,,COO55_RS41455,WP_183102185.1,56,hypothetical protein
Un,NZ_NWMZ01000001.1,353160,354614,+,57596315,ltrA,COO55_RS01685,WP_183102186.1,484,group II intron reverse transcriptase/maturase
Un,NZ_NWMZ01000001.1,354765,355376,+,57596316,,COO55_RS01690,WP_120659166.1,203,PAS domain-containing protein
Un,NZ_NWMZ01000001.1,357383,357712,-,57596319,,COO55_RS01705,WP_005574026.1,109,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,357876,359144,+,57596320,,COO55_RS01710,WP_005574025.1,422,serine/threonine protein kinase
Un,NZ_NWMZ01000001.1,359631,359918,-,57596321,,COO55_RS01715,WP_005574023.1,95,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,360858,361493,-,57596322,,COO55_RS01720,WP_005574022.1,211,MULTISPECIES: helix-turn-helix transcriptional regulator
Un,NZ_NWMZ01000001.1,361534,361818,-,57596323,,COO55_RS01725,WP_005574021.1,94,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,362971,363285,-,57596325,,COO55_RS01735,WP_005574014.1,104,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,366149,366526,+,57596329,,COO55_RS01755,WP_120659167.1,125,hypothetical protein
Un,NZ_NWMZ01000001.1,366540,367079,+,57596330,,COO55_RS01760,WP_005572622.1,179,hypothetical protein
Un,NZ_NWMZ01000001.1,367426,368100,+,57596331,,COO55_RS01765,WP_043793331.1,224,MULTISPECIES: response regulator transcription factor
Un,NZ_NWMZ01000001.1,368076,369494,-,57596332,,COO55_RS01770,WP_005572620.1,472,MULTISPECIES: HAMP domain-containing protein
Un,NZ_NWMZ01000001.1,369532,373956,-,57596333,,COO55_RS01775,WP_120659168.1,1474,amino acid adenylation domain-containing protein
Un,NZ_NWMZ01000001.1,373953,374600,-,57596334,,COO55_RS01780,WP_007297021.1,215,MULTISPECIES: methyltransferase
Un,NZ_NWMZ01000001.1,374887,375777,-,57596335,,COO55_RS01785,WP_120659169.1,296,MULTISPECIES: phosphatase PAP2 family protein
Un,NZ_NWMZ01000001.1,376412,376669,+,57596336,,COO55_RS01790,WP_005568077.1,85,MULTISPECIES: Rho termination factor N-terminal domain-containing protein
Un,NZ_NWMZ01000001.1,376724,376858,-,57596337,,COO55_RS01795,WP_005568076.1,44,MULTISPECIES: tryptophan-rich sensory protein
Un,NZ_NWMZ01000001.1,377078,377632,+,57596338,,COO55_RS01800,WP_120659170.1,184,hypothetical protein
Un,NZ_NWMZ01000001.1,378414,380477,-,57596340,,COO55_RS01810,WP_120659172.1,687,enoyl-CoA hydratase/isomerase family protein
Un,NZ_NWMZ01000001.1,380495,381637,-,57596341,,COO55_RS01815,WP_037202900.1,380,MULTISPECIES: acyl-CoA dehydrogenase
Un,NZ_NWMZ01000001.1,381712,382854,-,57596342,,COO55_RS01820,WP_120659173.1,380,extracellular solute-binding protein
Un,NZ_NWMZ01000001.1,382886,384562,-,57596343,,COO55_RS01825,WP_120659174.1,558,iron ABC transporter permease
Un,NZ_NWMZ01000001.1,384658,385788,-,57596344,,COO55_RS01830,WP_120659175.1,376,ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,385832,387220,-,57596345,,COO55_RS01835,WP_120659176.1,462,MmgE/PrpD family protein
Un,NZ_NWMZ01000001.1,387447,388154,+,57596346,,COO55_RS01840,WP_007297032.1,235,MULTISPECIES: GntR family transcriptional regulator
Un,NZ_NWMZ01000001.1,388188,389354,+,57596347,,COO55_RS01845,WP_005568067.1,388,MULTISPECIES: MFS transporter
Un,NZ_NWMZ01000001.1,389667,390794,-,57596348,,COO55_RS01850,WP_005568065.1,375,acyl-CoA dehydrogenase family protein
Un,NZ_NWMZ01000001.1,390889,392733,-,57596349,,COO55_RS01855,WP_005568064.1,614,MULTISPECIES: long-chain fatty acid--CoA ligase
Un,NZ_NWMZ01000001.1,392730,393701,-,57596350,,COO55_RS01860,WP_065490757.1,323,MULTISPECIES: SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,393701,395185,-,57596351,,COO55_RS01865,WP_120659177.1,494,aldehyde dehydrogenase family protein
Un,NZ_NWMZ01000001.1,395182,395694,-,57596352,,COO55_RS01870,WP_043790429.1,170,MULTISPECIES: SRPBCC family protein
Un,NZ_NWMZ01000001.1,395691,396794,-,57596353,,COO55_RS01875,WP_043790426.1,367,MULTISPECIES: oxidoreductase
Un,NZ_NWMZ01000001.1,2914655,2916091,+,57598651,,COO55_RS13380,WP_120659737.1,478,cytosine permease
Un,NZ_NWMZ01000001.1,2916151,2917827,+,57598652,hutU,COO55_RS13385,WP_120659738.1,558,urocanate hydratase
Un,NZ_NWMZ01000001.1,2917875,2919098,+,57598653,,COO55_RS13390,WP_005568940.1,407,MULTISPECIES: imidazolonepropionase
Un,NZ_NWMZ01000001.1,2919095,2920057,+,57598654,hutG,COO55_RS13395,WP_120659739.1,320,MULTISPECIES: formimidoylglutamase
Un,NZ_NWMZ01000001.1,2920078,2920911,-,57598655,,COO55_RS13400,WP_120659740.1,277,MULTISPECIES: alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,2921144,2921347,+,57598656,,COO55_RS13405,WP_005244612.1,67,MULTISPECIES: cold-shock protein
Un,NZ_NWMZ01000001.1,2921473,2921850,-,57598657,,COO55_RS13410,WP_120659741.1,125,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,2922034,2923185,+,57598658,,COO55_RS13415,WP_120659742.1,383,MULTISPECIES: acyl-CoA dehydrogenase family protein
Un,NZ_NWMZ01000001.1,2923198,2924346,+,57598659,,COO55_RS13420,WP_120659743.1,382,MULTISPECIES: CoA transferase
Un,NZ_NWMZ01000001.1,2924384,2925046,+,57598660,,COO55_RS13425,WP_054246009.1,220,MULTISPECIES: helix-turn-helix domain-containing protein
Un,NZ_NWMZ01000001.1,2925054,2925944,-,57598661,,COO55_RS13430,WP_005571950.1,296,MULTISPECIES: LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,2926150,2927625,+,57598662,,COO55_RS13435,WP_005258664.1,491,MULTISPECIES: sodium:solute symporter
Un,NZ_NWMZ01000001.1,2927674,2928303,+,57598663,,COO55_RS13440,WP_120661333.1,209,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,2928300,2929259,+,57598664,,COO55_RS13445,WP_120659744.1,319,C-terminal binding protein
Un,NZ_NWMZ01000001.1,2929289,2930071,-,57598665,,COO55_RS13450,WP_005571956.1,260,MULTISPECIES: class II aldolase/adducin family protein
Un,NZ_NWMZ01000001.1,2930429,2931964,+,57598667,,COO55_RS13460,WP_054246013.1,511,MULTISPECIES: acetyl-CoA hydrolase/transferase family protein
Un,NZ_NWMZ01000001.1,2932001,2932585,-,57598668,,COO55_RS13465,WP_005258658.1,194,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,2932683,2934080,+,57598669,,COO55_RS13470,WP_120659745.1,465,MULTISPECIES: cytochrome P450
Un,NZ_NWMZ01000001.1,2934152,2935675,+,57598670,,COO55_RS13475,WP_120659746.1,507,MULTISPECIES: MFS transporter
Un,NZ_NWMZ01000001.1,2935665,2936258,+,57598671,,COO55_RS13480,WP_120659747.1,197,MULTISPECIES: TetR family transcriptional regulator
Un,NZ_NWMZ01000001.1,2936269,2937474,-,57598672,lhgO,COO55_RS13485,WP_120659748.1,401,L-2-hydroxyglutarate oxidase
Un,NZ_NWMZ01000001.1,2937517,2937789,+,57598673,,COO55_RS13490,WP_005244633.1,90,MULTISPECIES: helix-turn-helix transcriptional regulator
Un,NZ_NWMZ01000001.1,2937870,2938439,+,57598674,,COO55_RS13495,WP_005566585.1,189,MULTISPECIES: ATP-dependent Clp protease proteolytic subunit
Un,NZ_NWMZ01000001.1,2938586,2940892,+,57598675,hypF,COO55_RS13500,WP_120659749.1,768,MULTISPECIES: carbamoyltransferase HypF
Un,NZ_NWMZ01000001.1,2940937,2941686,+,57598676,,COO55_RS13505,WP_120659750.1,249,hydrogenase assembly protein HupF
Un,NZ_NWMZ01000001.1,2941683,2942375,+,57598677,,COO55_RS13510,WP_120659751.1,230,MULTISPECIES: SIS domain-containing protein
Un,NZ_NWMZ01000001.1,2942372,2943472,+,57598678,hypE,COO55_RS13515,WP_005566578.1,366,MULTISPECIES: hydrogenase expression/formation protein HypE
Un,NZ_NWMZ01000001.1,2943499,2943771,+,57598679,,COO55_RS13520,WP_005244643.1,90,MULTISPECIES: HypC/HybG/HupF family hydrogenase formation chaperone
Un,NZ_NWMZ01000001.1,2943797,2944924,+,57598680,hypD,COO55_RS13525,WP_005258643.1,375,MULTISPECIES: hydrogenase formation protein HypD
Un,NZ_NWMZ01000001.1,2944949,2945746,+,57598681,,COO55_RS13530,WP_054246012.1,265,hypothetical protein
Un,NZ_NWMZ01000001.1,2945783,2946283,+,57598682,,COO55_RS13535,WP_120659752.1,166,hypothetical protein
